"Time-","FSC-A-","SSC-A-","FITC-A-CD25","PE-A-CD127","PerCP-Cy5-5-A-CD4","PE-Cy7-A-","APC-A-","APC-Cy7-A-","Pacific Blue-A-","AmCyan-A-"
62.70,129445.69,126823.71,218.77,3.93,87.77,60.26,124.02,-9.54,394.37,477.99
62.80,63309.61,21835.08,154.58,1274.63,10046.39,645.83,765.32,132.50,89.27,284.76
62.80,123677.20,110442.16,117.90,44.54,73.36,28.82,231.08,31.80,374.03,388.72
62.80,115987.70,117048.49,218.77,13.10,251.52,85.15,152.64,93.28,448.61,452.00
62.90,168734.94,158261.09,165.06,453.26,427.06,-3.93,314.82,20.14,433.92,527.71
63.00,62251.28,18743.48,95.63,17.03,93.01,75.98,26.50,-89.04,44.07,192.10
63.10,74861.15,28170.24,89.08,-3.93,41.92,13.10,-36.04,38.16,151.42,306.23
63.20,131495.91,113146.01,241.04,260.69,234.49,48.47,108.12,25.44,404.54,403.41
63.20,123743.63,104317.91,309.16,158.51,119.21,53.71,154.76,57.24,381.94,492.68
63.30,92798.16,67420.46,186.02,358.94,924.86,44.54,119.78,147.34,255.38,319.79
63.30,103296.84,116909.63,256.76,137.55,133.62,-36.68,170.66,-12.72,465.56,445.22
63.30,80733.38,24441.98,324.88,2169.36,8188.81,585.57,985.80,181.26,133.34,202.27
63.30,115605.49,96274.52,165.06,182.09,352.39,-43.23,393.26,16.96,322.05,519.80
63.40,112171.16,111259.60,239.73,157.20,205.67,-22.27,86.92,2.12,430.53,423.75
63.40,145036.72,132966.30,178.16,218.77,290.82,85.15,222.60,68.90,371.77,517.54
63.60,65479.96,24642.41,182.09,472.91,27.51,30.13,3.18,33.92,101.70,178.54
63.70,262143.00,262143.00,382.52,596.05,482.08,-1.31,279.84,157.94,852.02,1029.43
63.90,140123.63,51538.02,234.49,349.77,395.62,86.46,78.44,3.18,195.49,381.94
64.20,170087.19,168670.36,361.56,307.85,182.09,-39.30,325.42,7.42,535.62,593.25
64.20,116571.91,120297.30,77.29,290.82,210.91,-27.51,31.80,110.24,306.23,328.83
64.30,170029.86,210612.63,293.44,273.79,440.16,7.86,226.84,1.06,528.84,720.94
64.30,135635.50,133973.69,205.67,476.84,306.54,45.85,81.62,126.14,350.30,411.32
64.40,163280.39,133245.33,258.07,201.74,234.49,6.55,171.72,-20.14,487.03,475.73
64.60,150832.50,142611.83,230.56,213.53,210.91,11.79,215.18,15.90,457.65,488.16
64.80,121868.12,120151.88,153.27,230.56,166.37,73.36,196.10,20.14,429.40,473.47
64.90,146857.63,126636.38,174.23,26.20,-18.34,-26.20,181.26,130.38,364.99,414.71
65.00,121069.13,124802.38,216.15,182.09,111.35,27.51,169.60,-30.74,392.11,472.34
65.10,108766.84,61906.67,260.69,759.80,2245.34,144.10,214.12,191.86,232.78,285.89
65.40,168129.78,142293.50,195.19,348.46,251.52,119.21,312.70,144.16,401.15,584.21
65.50,68740.49,18488.03,708.71,2677.64,706.09,24.89,71.02,9.54,65.54,214.70
65.50,96045.04,50395.70,74.67,83.84,339.29,55.02,250.16,-31.80,224.87,376.29
65.70,170917.11,161860.97,275.10,162.44,151.96,5.24,365.70,-30.74,505.11,550.31
66.00,137628.41,110432.99,127.07,99.56,216.15,-5.24,238.50,81.62,343.52,402.28
66.30,151167.39,111935.56,526.62,470.29,728.36,91.70,150.52,38.16,432.79,497.20
66.60,154245.00,145998.19,297.37,281.65,343.22,91.70,416.58,45.58,435.05,553.70
66.80,131333.03,112112.41,74.67,127.07,396.93,-15.72,243.80,-1.06,363.86,380.81
66.90,73049.34,29400.33,115.28,208.29,44.54,1.31,83.74,218.36,82.49,141.25
67.20,94925.74,56626.06,93.01,157.20,585.57,68.12,91.16,-31.80,222.61,194.36
67.70,136592.83,147997.25,220.08,191.26,343.22,26.20,297.86,55.12,463.30,485.90
67.70,128050.66,113047.76,206.98,166.37,206.98,0.00,222.60,41.34,334.48,421.49
67.80,159013.41,262143.00,1534.01,1476.37,1177.69,208.29,1317.58,219.42,1774.10,2767.37
67.90,131241.11,123796.30,305.23,389.07,412.65,-10.48,278.78,63.60,315.27,402.28
67.90,102777.23,100516.30,79.91,214.84,623.56,-3.93,678.40,76.32,280.24,323.18
68.20,138260.86,124938.63,286.89,373.35,89.08,131.00,212.00,91.16,285.89,405.67
68.30,79080.82,54357.14,93.01,505.66,708.71,78.60,69.96,28.62,186.45,202.27
68.40,50291.15,98212.01,132.31,192.57,66.81,53.71,233.20,-57.24,277.98,290.41
68.60,62339.55,15802.53,442.78,4523.43,10024.12,689.06,607.38,179.14,54.24,141.25
68.90,73878.35,23439.83,218.77,229.25,20.96,-18.34,50.88,9.54,54.24,210.18
69.00,133506.11,123526.45,98.25,140.17,330.12,1.31,312.70,-11.66,298.32,422.62
69.50,125327.02,158118.30,235.80,233.18,315.71,40.61,276.66,98.58,433.92,401.15
69.70,178339.08,183490.38,280.34,222.70,525.31,52.40,546.96,94.34,662.18,661.05
70.40,151933.61,150302.84,210.91,413.96,318.33,43.23,193.98,49.82,480.25,594.38
70.40,159163.55,262143.00,1120.05,838.40,1290.35,165.06,699.60,152.64,1289.33,2159.43
70.50,55274.31,19405.03,383.83,7210.24,10976.49,526.62,637.06,90.10,61.02,200.01
70.70,134350.58,133652.75,137.55,-19.65,322.26,78.60,342.38,80.56,363.86,368.38
70.90,130342.03,107154.06,222.70,102.18,178.16,85.15,251.22,-89.04,374.03,424.88
71.40,82309.50,23944.18,424.44,3379.80,12581.24,687.75,1000.64,58.30,70.06,54.24
71.50,129768.73,128201.84,218.77,-3.93,262.00,62.88,253.34,77.38,462.17,421.49
71.70,122455.98,115991.33,176.85,210.91,125.76,18.34,347.68,3.18,350.30,484.77
71.70,132335.84,158005.64,269.86,324.88,226.63,14.41,413.40,30.74,439.57,352.56
71.90,50553.23,21043.84,263.31,3337.88,12695.21,631.42,974.14,66.78,62.15,96.05
71.90,136474.53,127269.12,267.24,186.02,353.70,39.30,411.28,134.62,385.33,505.11
72.00,59944.43,123952.20,158.51,476.84,107.42,-18.34,205.64,-56.18,390.98,501.72
72.10,168158.00,153431.13,326.19,294.75,559.37,41.92,206.70,102.82,437.31,566.13
72.10,98242.70,120222.63,311.78,247.59,268.55,14.41,381.60,93.28,364.99,508.50
72.10,131861.73,125703.66,372.04,296.06,182.09,112.66,189.74,2.12,404.54,494.94
72.20,158086.11,143509.19,264.62,167.68,213.53,117.90,180.20,137.80,454.26,390.98
72.30,88015.20,91868.98,310.47,12054.62,3364.08,155.89,297.86,9.54,311.88,366.12
72.30,116711.14,105223.13,268.55,155.89,404.79,-13.10,487.60,15.90,346.91,239.56
72.40,58867.90,19253.07,244.97,2137.92,690.37,55.02,-18.02,65.72,58.76,94.92
72.50,135373.42,113786.59,242.35,134.93,369.42,98.25,104.94,85.86,302.84,389.85
72.70,77087.02,26120.09,117.90,1839.24,339.29,108.73,134.62,-6.36,73.45,186.45
73.00,81536.00,26393.88,138.86,524.00,206.98,-37.99,181.26,-27.56,158.20,216.96
73.30,125054.94,145213.50,155.89,884.25,451.95,-9.17,396.44,-31.80,458.78,435.05
73.50,62163.01,21328.11,344.53,2796.85,10131.54,453.26,850.12,157.94,44.07,93.79
73.60,145406.17,140310.16,200.43,170.30,343.22,168.99,192.92,161.12,445.22,477.99
73.90,97053.32,61749.47,210.91,324.88,1049.31,58.95,97.52,-11.66,281.37,281.37
74.00,173011.94,153700.98,317.02,383.83,210.91,85.15,159.00,147.34,552.57,611.33
74.00,64565.41,22361.70,216.15,187.33,66.81,6.55,21.20,12.72,100.57,228.26
74.30,119917.07,134742.67,103.49,355.01,284.27,31.44,227.90,104.94,438.44,290.41
74.30,53173.12,20101.95,182.09,2420.88,489.94,64.19,122.96,120.84,89.27,198.88
74.70,136962.28,126010.20,165.06,305.23,150.65,85.15,233.20,65.72,340.13,358.21
74.80,111035.48,117068.15,103.49,509.59,306.54,64.19,320.12,69.96,344.65,448.61
75.10,130449.41,126779.17,187.33,155.89,112.66,32.75,265.00,-11.66,352.56,418.10
75.10,125840.27,117533.20,220.08,178.16,222.70,6.55,302.10,74.20,374.03,385.33
75.10,126058.66,116354.20,107.42,155.89,111.35,9.17,148.40,41.34,343.52,334.48
75.20,69709.64,18003.33,117.90,39.30,100.87,9.17,-27.56,4.24,25.99,171.76
75.50,119511.21,121995.05,149.34,66.81,189.95,-9.17,181.26,62.54,374.03,525.45
75.70,146991.39,125477.03,204.36,102.18,451.95,72.05,265.00,160.06,403.41,395.50
76.10,76495.52,23252.50,149.34,32.75,148.03,-20.96,80.56,-44.52,80.23,171.76
76.10,155145.00,262143.00,1722.65,1578.55,1739.68,351.08,885.10,151.58,2035.13,3036.31
76.20,144457.05,131639.28,204.36,241.04,221.39,-39.30,167.48,164.30,437.31,540.14
76.50,139392.89,139479.63,227.94,89.08,210.91,-2.62,238.50,26.50,436.18,515.28
76.60,117925.09,125943.39,279.03,64.19,149.34,22.27,202.46,-58.30,348.04,297.19
76.80,155406.17,154523.66,259.38,110.04,377.28,-43.23,183.38,55.12,433.92,432.79
76.90,122626.14,112150.41,192.57,221.39,136.24,18.34,157.94,10.60,370.64,355.95
77.00,131726.14,128087.87,72.05,165.06,277.72,89.08,53.00,13.78,390.98,414.71
77.00,121961.84,108668.42,277.72,171.61,276.41,-49.78,374.18,93.28,361.60,438.44
77.00,151763.44,143252.42,182.09,184.71,171.61,9.17,180.20,-10.60,396.63,561.61
77.20,76102.39,26160.70,125.76,89.08,20.96,0.00,69.96,-74.20,72.32,275.72
77.20,116550.98,114036.80,111.35,-28.82,322.26,9.17,96.46,-53.00,342.39,285.89
77.20,141432.20,127314.96,292.13,361.56,1068.96,-3.93,1995.98,101.76,327.70,574.04
77.20,116061.41,103996.97,203.05,332.74,347.15,-35.37,342.38,45.58,346.91,366.12
77.30,118452.88,144124.89,134.93,226.63,214.84,-10.48,113.42,-15.90,404.54,509.63
77.50,65986.83,26293.01,128.38,144.10,10.48,45.85,13.78,63.60,66.67,296.06
77.70,144364.22,124102.84,203.05,313.09,357.63,43.23,182.32,69.96,255.38,388.72
77.70,60494.07,16892.45,184.71,1518.29,136.24,41.92,69.96,-65.72,99.44,120.91
77.80,170871.61,161833.47,315.71,421.82,343.22,77.29,289.38,51.94,473.47,559.35
77.90,144076.67,158523.09,186.02,218.77,128.38,-40.61,202.46,37.10,511.89,525.45
77.90,97936.93,38960.71,113.97,423.13,4229.99,241.04,309.52,-32.86,76.84,236.17
78.00,70994.56,27323.98,83.84,744.08,241.04,5.24,28.62,-8.48,143.51,119.78
78.00,122983.77,108816.45,94.32,149.34,150.65,-11.79,354.04,94.34,390.98,455.39
78.30,100368.45,97191.52,217.46,319.64,111.35,-26.20,89.04,6.36,317.53,201.14
78.30,126945.00,138611.09,176.85,406.10,475.53,17.03,471.70,6.36,396.63,448.61
78.40,126623.77,110764.42,572.47,450.64,493.87,14.41,563.92,66.78,652.01,959.37
78.40,139654.06,137514.63,246.28,269.86,268.55,-66.81,299.98,126.14,505.11,454.26
78.40,66117.88,17568.41,127.07,3197.71,10045.08,381.21,913.72,167.48,54.24,73.45
78.50,58908.85,20893.19,1055.86,2508.65,672.03,-5.24,-7.42,-22.26,89.27,132.21
78.60,61792.64,20289.28,330.12,4419.94,784.69,9.17,48.76,-94.34,125.43,227.13
79.10,122835.45,112557.81,158.51,96.94,78.60,23.58,239.56,99.64,313.01,389.85
79.40,125369.80,113558.66,157.20,-37.99,517.45,31.44,528.94,-23.32,383.07,400.02
79.50,164127.61,170022.27,336.67,330.12,230.56,120.52,164.30,41.34,612.46,503.98
79.60,103019.28,87057.36,77.29,144.10,217.46,1.31,72.08,-37.10,226.00,302.84
79.70,134306.91,126197.53,214.84,279.03,193.88,133.62,205.64,86.92,403.41,459.91
79.70,147463.69,139566.08,311.78,302.61,348.46,3.93,101.76,43.46,490.42,499.46
79.70,109627.70,104784.27,157.20,93.01,220.08,41.92,579.82,84.80,306.23,261.03
79.90,156884.00,179384.84,356.32,280.34,299.99,15.72,427.18,14.84,552.57,683.65
80.10,160803.38,149182.80,334.05,254.14,296.06,-31.44,228.96,112.36,448.61,630.54
80.20,91748.02,95682.40,271.17,351.08,196.50,-55.02,345.56,-32.86,305.10,435.05
80.20,128858.73,124266.59,248.90,434.92,299.99,-5.24,302.10,92.22,301.71,489.29
80.40,158309.97,179619.33,238.42,259.38,368.11,36.68,321.18,44.52,552.57,583.08
80.60,143563.42,139161.30,272.48,438.85,423.13,-32.75,409.16,50.88,541.27,479.12
80.60,90396.67,62980.87,244.97,158.51,1713.48,91.70,295.74,-15.90,282.50,378.55
81.00,84468.02,58184.96,95.63,453.26,699.54,9.17,113.42,119.78,205.66,268.94
81.10,159162.64,196887.75,179.47,235.80,184.71,58.95,436.72,20.14,461.04,587.60
81.20,170150.89,147642.23,284.27,137.55,476.84,44.54,579.82,19.08,420.36,571.78
81.30,160258.28,191911.06,352.39,425.75,285.58,-45.85,403.86,-23.32,563.87,699.47
81.30,146152.38,161904.20,385.14,258.07,373.35,24.89,399.62,-1.06,466.69,611.33
81.40,95465.38,55106.46,137.55,192.57,1540.56,179.47,231.08,-50.88,264.42,320.92
81.80,32600.75,16728.70,107.42,674.65,125.76,48.47,142.04,22.26,80.23,83.62
81.80,83471.57,19025.13,89.08,648.45,87.77,-11.79,131.44,-26.50,160.46,62.15
82.10,129180.88,103906.58,186.02,224.01,309.16,-18.34,222.60,54.06,335.61,378.55
82.20,175589.97,174182.83,286.89,375.97,510.90,-9.17,181.26,46.64,544.66,611.33
82.20,135684.64,126488.35,170.30,150.65,93.01,39.30,248.04,11.66,442.96,339.00
82.20,128366.42,140019.34,212.22,142.79,299.99,0.00,391.14,-53.00,463.30,457.65
82.50,130275.60,136106.38,264.62,277.72,95.63,15.72,239.56,18.02,479.12,376.29
82.50,138130.72,132489.47,110.04,13.10,450.64,-3.93,256.52,21.20,394.37,419.23
82.70,56690.27,21846.87,330.12,3222.60,9050.79,419.20,682.64,210.94,23.73,127.69
82.80,146136.00,131390.38,216.15,2422.19,858.05,79.91,125.08,86.92,402.28,467.82
83.50,168929.67,155489.14,370.73,313.09,93.01,69.43,199.28,-26.50,565.00,609.07
83.50,130261.05,133656.67,209.60,34.06,264.62,40.61,154.76,172.78,501.72,400.02
83.60,97653.92,96685.86,184.71,148.03,224.01,73.36,65.72,-26.50,379.68,326.57
83.80,171799.81,176360.05,387.76,340.60,313.09,51.09,398.56,103.88,536.75,667.83
84.00,83480.67,56240.92,75.98,851.50,1341.44,62.88,214.12,94.34,186.45,194.36
84.10,103315.95,100010.63,120.52,49.78,182.09,43.23,319.06,-47.70,414.71,394.37
84.10,66025.96,79054.57,187.33,492.56,383.83,11.79,118.72,-57.24,239.56,366.12
84.40,134556.25,148878.88,104.80,165.06,281.65,89.08,249.10,-90.10,496.07,418.10
84.40,141108.25,107520.87,264.62,276.41,421.82,39.30,174.90,-14.84,331.09,350.30
84.40,146197.88,262143.00,1780.29,1400.39,1556.28,70.74,917.96,290.44,1685.96,2803.53
84.60,117713.05,118082.09,150.65,151.96,383.83,37.99,387.96,71.02,342.39,431.66
85.20,132941.00,126033.78,203.05,132.31,239.73,-9.17,104.94,139.92,393.24,374.03
85.60,161633.30,170602.61,365.49,187.33,318.33,35.37,120.84,177.02,505.11,548.05
85.60,134124.00,109712.49,277.72,145.41,276.41,5.24,129.32,-3.18,482.51,472.34
86.00,63731.85,20683.59,174.23,68.12,125.76,-6.55,28.62,66.78,87.01,160.46
86.10,64860.25,20884.02,144.10,-1.31,13.10,-31.44,-23.32,71.02,82.49,176.28
86.20,116904.98,131896.03,155.89,235.80,159.82,49.78,271.36,29.68,393.24,513.02
86.50,151728.86,160460.58,116.59,220.08,919.62,239.73,1542.30,150.52,540.14,406.80
86.50,167388.14,191613.69,155.89,225.32,410.03,-23.58,426.12,44.52,586.47,644.10
86.70,141970.92,111463.97,127.07,150.65,180.78,19.65,291.50,-5.30,340.13,450.87
86.80,107860.48,106873.73,162.44,35.37,174.23,72.05,143.10,116.60,370.64,349.17
86.80,134424.30,134278.92,182.09,385.14,209.60,-13.10,168.54,20.14,376.29,453.13
86.90,158257.19,148015.58,267.24,212.22,225.32,35.37,171.72,108.12,450.87,364.99
87.00,128872.38,126485.73,167.68,237.11,200.43,23.58,286.20,65.72,455.39,520.93
87.10,127953.28,129971.64,170.30,103.49,251.52,-26.20,305.28,51.94,407.93,368.38
87.20,162680.70,155834.97,281.65,289.51,465.05,89.08,374.18,2.12,543.53,551.44
87.30,105499.03,117218.80,242.35,53.71,248.90,52.40,179.14,24.38,369.51,355.95
87.40,118057.03,138676.59,242.35,237.11,247.59,45.85,251.22,2.12,482.51,499.46
87.50,145007.59,141558.59,106.11,106.11,206.98,52.40,224.72,-28.62,471.21,453.13
87.50,157315.34,123314.23,199.12,281.65,340.60,-14.41,257.58,-67.84,407.93,384.20
87.70,129186.34,101632.41,182.09,103.49,141.48,-27.51,210.94,18.02,385.33,318.66
88.00,67342.73,22015.86,251.52,-93.01,79.91,-11.79,119.78,46.64,135.60,318.66
88.20,151069.11,149739.55,247.59,298.68,205.67,13.10,385.84,-124.02,445.22,445.22
88.30,44701.02,12927.08,174.23,2305.60,9200.13,517.45,682.64,257.58,-40.68,117.52
88.70,101631.53,68579.80,107.42,299.99,2799.47,68.12,188.68,24.38,279.11,300.58
88.80,132242.11,114601.41,112.66,148.03,210.91,-61.57,153.70,75.26,454.26,302.84
88.90,119158.13,118489.49,256.76,163.75,262.00,13.10,389.02,61.48,412.45,490.42
89.00,135413.47,113540.31,146.72,183.40,162.44,64.19,310.58,32.86,368.38,381.94
89.10,145114.06,121381.98,180.78,241.04,335.36,10.48,260.76,-32.86,429.40,358.21
89.40,161583.25,125855.63,222.70,77.29,226.63,7.86,304.22,13.78,406.80,471.21
89.50,162848.14,144113.09,412.65,349.77,276.41,13.10,365.70,69.96,551.44,581.95
89.70,39984.49,18017.74,55.02,450.64,102.18,37.99,-50.88,-61.48,42.94,79.10
89.70,130522.21,138946.45,119.21,124.45,262.00,43.23,252.28,61.48,436.18,562.74
89.80,111785.31,53022.25,142.79,779.45,1718.72,82.53,186.56,75.26,176.28,270.07
89.90,130732.42,117150.67,217.46,237.11,86.46,-32.75,217.30,-37.10,364.99,482.51
90.10,109451.16,130468.13,289.51,99.56,237.11,6.55,135.68,30.74,375.16,403.41
90.30,155192.31,154272.14,268.55,70.74,140.17,-41.92,170.66,-41.34,466.69,462.17
90.30,136812.14,165540.77,258.07,272.48,373.35,74.67,162.18,89.04,405.67,555.96
90.30,126412.66,119587.27,141.48,336.67,48.47,52.40,142.04,38.16,332.22,411.32
90.30,106084.16,101335.05,98.25,339.29,134.93,69.43,327.54,86.92,316.40,402.28
90.40,58283.68,17020.83,1310.00,2094.69,11290.89,483.39,703.84,135.68,27.12,140.12
90.40,92770.86,45378.40,213.53,314.40,1870.68,149.34,144.16,117.66,193.23,270.07
90.40,158075.19,148523.86,191.26,23.58,480.77,89.08,236.38,187.62,499.46,610.20
90.60,169920.67,189902.83,410.03,315.71,442.78,11.79,444.14,109.18,529.97,682.52
90.60,46800.39,16905.55,366.80,2735.28,10225.86,450.64,720.80,199.28,87.01,138.99
90.80,58345.56,13603.04,162.44,1008.70,6666.59,533.17,586.18,232.14,58.76,127.69
90.90,124475.27,113183.99,187.33,81.22,162.44,35.37,202.46,4.24,355.95,402.28
91.00,107060.59,88345.09,148.03,171.61,133.62,44.54,41.34,79.50,323.18,311.88
91.30,139457.50,262143.00,1324.41,1186.86,1197.34,116.59,970.96,183.38,1553.75,2448.71
91.30,100860.77,73677.02,218.77,475.53,1344.06,37.99,226.84,108.12,206.79,368.38
91.60,74478.04,19500.66,622.25,4622.99,9747.71,442.78,879.80,228.96,82.49,187.58
91.80,116243.41,110214.23,259.38,35.37,393.00,28.82,99.64,-32.86,405.67,290.41
92.70,46667.53,17998.09,178.16,882.94,8911.93,503.04,319.06,192.92,89.27,73.45
92.80,132480.53,164991.88,144.10,196.50,344.53,90.39,227.90,64.66,489.29,527.71
93.00,152621.56,144131.44,224.01,326.19,290.82,-5.24,230.02,30.74,462.17,474.60
93.00,187351.72,104769.87,244.97,206.98,225.32,-3.93,185.50,-2.12,375.16,445.22
93.10,102172.07,45506.78,369.42,268.55,1831.38,120.52,198.22,9.54,158.20,329.96
93.20,149469.33,143331.03,191.26,129.69,332.74,70.74,183.38,-21.20,414.71,647.49
93.30,145569.06,133494.23,297.37,293.44,317.02,-15.72,553.32,-26.50,385.33,575.17
93.30,116722.06,110160.52,206.98,17.03,170.30,20.96,1.06,26.50,275.72,418.10
93.30,174485.22,168088.72,217.46,271.17,430.99,34.06,131.44,125.08,623.76,635.06
93.40,73189.48,25239.77,127.07,415.27,279.03,62.88,51.94,-23.32,88.14,218.09
93.50,62579.79,20657.39,107.42,40.61,108.73,-3.93,69.96,-6.36,23.73,169.50
93.60,151094.58,154490.91,184.71,491.25,559.37,32.75,181.26,44.52,518.67,563.87
94.00,151030.89,158651.47,327.50,305.23,82.53,-34.06,222.60,-31.80,487.03,621.50
94.00,151952.72,146856.23,183.40,13.10,250.21,-18.34,241.68,-101.76,400.02,565.00
94.20,108384.64,111391.91,125.76,-3.93,436.23,75.98,75.26,116.60,351.43,471.21
94.30,150207.33,158954.08,303.92,204.36,235.80,90.39,331.78,-63.60,421.49,509.63
94.40,159565.78,141571.69,320.95,-5.24,289.51,79.91,182.32,-86.92,377.42,437.31
95.00,71580.60,50001.39,36.68,151.96,558.06,20.96,173.84,43.46,174.02,328.83
95.00,64239.63,21739.45,36.68,-6.55,-73.36,2.62,18.02,77.38,115.26,96.05
95.10,112990.16,56409.91,174.23,402.17,2561.05,58.95,302.10,-49.82,202.27,303.97
95.10,136283.42,142090.45,178.16,132.31,512.21,11.79,294.68,83.74,410.19,525.45
95.90,142407.72,152537.70,218.77,176.85,172.92,77.29,278.78,120.84,476.86,529.97
