"Time-","FSC-A-","SSC-A-","FITC-A-IgG","PE-A-IgG2A","PerCP-Cy5-5-A-","PE-Cy7-A-","APC-A-","APC-Cy7-A-","Pacific Blue-A-","AmCyan-A-"
57.60,134138.55,110324.27,108.73,179.47,241.04,-9.17,163.24,-34.98,326.57,307.36
57.60,129934.35,126891.84,246.28,221.39,174.23,-26.20,244.86,58.30,375.16,440.70
57.90,103421.50,91504.80,158.51,28.82,128.38,14.41,103.88,-10.60,354.82,348.04
58.00,115907.62,106127.02,119.21,106.11,246.28,-3.93,118.72,-27.56,311.88,300.58
58.10,154554.41,131518.75,292.13,231.87,377.28,3.93,488.66,67.84,409.06,472.34
58.20,96084.17,79378.13,212.22,248.90,110.04,99.56,263.94,-20.14,251.99,274.59
58.20,137753.08,110104.19,237.11,110.04,237.11,-27.51,137.80,-12.72,294.93,393.24
58.40,112237.59,63928.00,183.40,584.26,171.61,41.92,41.34,86.92,319.79,335.61
58.40,111936.38,110514.22,70.74,17.03,222.70,-30.13,225.78,113.42,253.12,491.55
58.40,108671.30,79121.38,237.11,129.69,243.66,-19.65,159.00,64.66,314.14,389.85
58.60,53746.42,12953.28,27.51,74.67,13.10,11.79,14.84,26.50,-3.39,172.89
58.60,110151.86,95530.44,168.99,44.54,136.24,47.16,96.46,-51.94,305.10,320.92
58.80,104750.10,106657.58,95.63,247.59,81.22,65.50,166.42,1.06,350.30,377.42
58.80,102707.16,84001.13,132.31,244.97,235.80,2.62,184.44,107.06,298.32,302.84
59.10,173138.42,219694.84,1599.51,1355.85,2208.66,246.28,637.06,228.96,1400.07,2273.56
59.10,159300.05,143725.33,203.05,247.59,298.68,22.27,245.92,-15.90,468.95,366.12
59.20,137686.64,126756.91,100.87,77.29,361.56,34.06,177.02,148.40,359.34,360.47
59.30,118049.75,110942.59,184.71,89.08,131.00,-51.09,112.36,69.96,348.04,420.36
59.30,144749.16,63855.95,200.43,471.60,271.17,35.37,170.66,-1.06,224.87,253.12
59.40,115617.32,73747.76,234.49,399.55,209.60,6.55,82.68,56.18,265.55,352.56
59.40,136811.22,129281.27,221.39,178.16,349.77,74.67,200.34,118.72,392.11,409.06
59.60,151163.75,88460.37,203.05,73.36,132.31,-6.55,206.70,-37.10,318.66,219.22
59.70,105196.91,92099.55,167.68,161.13,208.29,-14.41,133.56,-81.62,276.85,375.16
59.80,27583.92,13688.19,86.46,157.20,30.13,10.48,1.06,-115.54,67.80,128.82
59.80,82032.86,63658.14,182.09,259.38,102.18,9.17,107.06,45.58,138.99,174.02
59.90,97784.96,107841.81,23.58,163.75,127.07,-3.93,180.20,-18.02,261.03,343.52
59.90,149585.80,145907.80,224.01,280.34,514.83,95.63,470.64,11.66,551.44,404.54
60.10,61769.89,16433.95,102.18,23.58,61.57,35.37,-13.78,-30.74,135.60,96.05
60.10,154194.05,163612.44,138.86,242.35,170.30,18.34,439.90,77.38,483.64,588.73
60.40,121090.06,95488.52,303.92,104.80,162.44,136.24,121.90,192.92,326.57,362.73
60.90,96158.79,92508.27,107.42,144.10,264.62,11.79,187.62,-54.06,308.49,284.76
60.90,68957.98,23439.83,157.20,-17.03,-20.96,27.51,98.58,189.74,93.79,157.07
61.00,97041.49,96188.05,171.61,79.91,285.58,-51.09,238.50,53.00,361.60,377.42
61.00,132800.86,131045.84,113.97,221.39,301.30,-9.17,311.64,67.84,276.85,392.11
62.00,140898.94,148154.44,180.78,284.27,260.69,10.48,274.54,56.18,546.92,403.41
62.10,133839.16,143226.22,244.97,150.65,158.51,91.70,292.56,93.28,424.88,477.99
62.20,115161.41,119851.90,157.20,157.20,272.48,23.58,174.90,-30.74,332.22,480.25
62.20,137841.34,115932.38,286.89,222.70,296.06,82.53,342.38,-19.08,374.03,389.85
62.30,172808.09,262143.00,2267.61,1831.38,2208.66,335.36,1190.38,213.06,1873.54,3435.20
62.60,107337.23,57526.03,217.46,394.31,40.61,-35.37,60.42,46.64,367.25,407.93
62.70,114629.98,95255.34,65.50,115.28,87.77,53.71,231.08,-89.04,384.20,309.62
62.80,48047.09,14125.73,151.96,1.31,-13.10,-17.03,-59.36,-48.76,37.29,79.10
63.10,110770.66,103343.27,148.03,203.05,125.76,-18.34,357.22,28.62,414.71,262.16
63.20,61227.53,21297.98,74.67,86.46,28.82,24.89,-20.14,22.26,24.86,197.75
63.30,131131.00,112493.63,208.29,252.83,102.18,60.26,107.06,30.74,317.53,428.27
63.30,83540.73,90071.66,175.54,-35.37,104.80,41.92,150.52,49.82,242.95,371.77
63.70,108091.63,76215.80,192.57,234.49,227.94,44.54,217.30,5.30,299.45,280.24
63.70,153010.14,128583.05,303.92,217.46,250.21,24.89,177.02,48.76,354.82,477.99
63.70,152863.63,147833.50,180.78,145.41,163.75,93.01,269.24,-92.22,404.54,421.49
64.10,118550.25,98409.81,272.48,98.25,168.99,-3.93,188.68,92.22,337.87,448.61
64.20,127477.35,125222.89,251.52,108.73,99.56,-40.61,198.22,29.68,367.25,418.10
64.20,130261.05,107870.63,155.89,247.59,212.22,-64.19,144.16,46.64,279.11,497.20
64.30,146172.39,124904.56,180.78,200.43,163.75,49.78,161.12,-42.40,287.02,361.60
64.30,133971.11,108711.66,187.33,221.39,394.31,18.34,205.64,27.56,420.36,407.93
64.40,107339.96,110984.51,200.43,195.19,313.09,5.24,186.56,20.14,351.43,393.24
64.50,120913.52,123922.06,213.53,225.32,357.63,19.65,177.02,-31.80,393.24,454.26
64.60,60114.60,12814.42,141.48,-48.47,32.75,40.61,-45.58,36.04,77.97,94.92
65.00,57937.88,17970.58,111.35,24.89,93.01,70.74,60.42,-16.96,51.98,-1.13
65.10,132683.47,130316.17,229.25,199.12,243.66,66.81,284.08,-101.76,420.36,437.31
65.20,76386.31,20986.20,111.35,-18.34,27.51,19.65,12.72,-126.14,11.30,-47.46
65.20,121195.63,104701.74,227.94,206.98,255.45,36.68,150.52,60.42,326.57,354.82
65.30,111904.52,87504.06,297.37,150.65,343.22,55.02,209.88,125.08,235.04,370.64
65.30,52215.80,18714.66,284.27,95.63,28.82,24.89,75.26,31.80,61.02,163.85
65.80,50342.11,16795.51,106.11,-23.58,107.42,-39.30,-9.54,12.72,70.06,150.29
65.90,93780.96,96946.55,248.90,212.22,199.12,47.16,276.66,44.52,298.32,433.92
66.20,110342.05,85089.73,196.50,64.19,127.07,17.03,185.50,-114.48,323.18,247.47
66.20,71426.81,27068.53,299.99,73.36,-32.75,19.65,10.60,46.64,118.65,100.57
67.20,55916.77,20425.52,187.33,28.82,39.30,-37.99,102.82,51.94,93.79,168.37
67.30,123260.41,116887.37,172.92,171.61,251.52,47.16,181.26,80.56,326.57,419.23
67.30,48982.57,15106.92,2.62,83.84,20.96,-5.24,78.44,-5.30,15.82,124.30
67.60,55905.85,19108.97,157.20,91.70,85.15,24.89,37.10,50.88,76.84,251.99
68.00,115050.39,104705.67,99.56,178.16,163.75,14.41,180.20,96.46,341.26,291.54
68.20,126086.88,156880.36,241.04,179.47,141.48,91.70,142.04,107.06,436.18,445.22
68.50,118476.55,102270.38,192.57,244.97,268.55,10.48,216.24,161.12,393.24,372.90
69.00,142724.41,116208.78,234.49,311.78,155.89,-13.10,165.36,15.90,345.78,552.57
69.10,120553.16,114090.52,157.20,66.81,-37.99,-11.79,197.16,-68.90,376.29,343.52
69.20,126138.74,98974.42,205.67,154.58,231.87,128.38,241.68,87.98,389.85,438.44
69.30,115040.38,111839.94,100.87,125.76,72.05,-27.51,34.98,-30.74,421.49,387.59
69.30,143757.25,122826.91,281.65,162.44,294.75,-27.51,184.44,108.12,448.61,354.82
69.30,59927.14,19102.42,362.87,140.17,28.82,13.10,-26.50,-65.72,56.50,120.91
69.50,151149.19,146409.53,276.41,170.30,299.99,18.34,250.16,25.44,428.27,468.95
69.60,144245.92,139639.44,391.69,317.02,171.61,79.91,333.90,1.06,364.99,410.19
70.20,102621.61,36080.02,216.15,89.08,187.33,-17.03,58.30,115.54,137.86,245.21
70.20,104724.63,104937.55,137.55,78.60,197.81,103.49,131.44,-6.36,368.38,244.08
70.20,116204.27,95574.98,134.93,161.13,65.50,-52.40,115.54,18.02,320.92,263.29
70.40,145373.42,120741.38,195.19,175.54,120.52,-13.10,22.26,-8.48,293.80,428.27
70.40,142278.50,156772.94,150.65,241.04,311.78,22.27,243.80,13.78,457.65,479.12
70.70,97310.85,123763.55,168.99,267.24,138.86,-13.10,58.30,2.12,333.35,351.43
70.80,121934.55,105013.52,133.62,10.48,175.54,41.92,271.36,-5.30,360.47,287.02
70.80,105929.46,72888.40,148.03,85.15,58.95,-26.20,58.30,78.44,178.54,268.94
71.00,109805.16,93788.13,188.64,298.68,299.99,79.91,-7.42,150.52,415.84,315.27
71.10,87874.16,18985.83,144.10,34.06,10.48,11.79,10.60,65.72,102.83,102.83
71.20,141199.25,136973.59,337.98,134.93,174.23,-13.10,439.90,103.88,513.02,544.66
71.40,133033.81,160531.33,191.26,196.50,293.44,120.52,242.74,71.02,534.49,550.31
71.50,128907.88,116912.26,144.10,117.90,254.14,-5.24,167.48,91.16,352.56,458.78
71.70,58203.60,16101.21,212.22,41.92,0.00,61.57,1.06,-14.84,29.38,127.69
71.70,123076.59,129442.41,205.67,200.43,58.95,-1.31,361.46,185.50,353.69,448.61
71.80,182785.33,200057.95,403.48,442.78,652.38,74.67,315.88,-87.98,576.30,698.34
71.90,66017.77,15478.96,180.78,119.21,-43.23,5.24,-21.20,-1.06,15.82,178.54
71.90,125296.09,120037.91,279.03,259.38,391.69,81.22,227.90,7.42,345.78,465.56
72.00,161504.98,130005.70,256.76,262.00,314.40,82.53,281.96,18.02,470.08,426.01
72.20,112725.34,104262.90,96.94,107.42,174.23,91.70,178.08,111.30,435.05,442.96
72.20,114045.75,105697.34,209.60,140.17,132.31,27.51,160.06,74.20,301.71,381.94
72.30,121383.99,93165.88,213.53,184.71,182.09,-22.27,260.76,-9.54,302.84,464.43
72.50,137946.91,120254.06,203.05,311.78,47.16,-61.57,73.14,-92.22,376.29,423.75
72.80,125317.92,108960.55,224.01,170.30,113.97,30.13,152.64,32.86,359.34,320.92
72.80,129561.25,123053.53,230.56,158.51,336.67,23.58,246.98,27.56,366.12,466.69
72.90,98464.73,46397.58,157.20,154.58,123.14,20.96,57.24,24.38,250.86,280.24
73.10,143112.06,135588.92,203.05,128.38,195.19,11.79,150.52,-26.50,439.57,324.31
73.10,141267.50,136330.39,258.07,355.01,199.12,22.27,301.04,7.42,367.25,441.83
73.30,60542.30,21556.05,188.64,58.95,234.49,-28.82,149.46,103.88,73.45,103.96
73.40,123707.23,66305.65,269.86,301.30,64.19,-27.51,133.56,-26.50,212.44,333.35
73.60,94488.03,87097.97,193.88,277.72,121.83,27.51,285.14,84.80,327.70,355.95
73.60,137446.41,102837.62,140.17,61.57,214.84,-5.24,220.48,4.24,363.86,426.01
73.60,108966.13,105498.23,259.38,201.74,87.77,44.54,213.06,6.36,327.70,439.57
73.70,122101.98,133461.48,285.58,234.49,128.38,-49.78,198.22,0.00,374.03,413.58
73.80,141703.39,112962.60,252.83,155.89,248.90,93.01,321.18,32.86,317.53,406.80
74.10,50072.75,28885.50,98.25,136.24,-41.92,-10.48,80.56,65.72,122.04,57.63
74.30,131308.45,105558.48,213.53,182.09,212.22,151.96,142.04,61.48,364.99,372.90
74.50,112875.49,70011.64,284.27,252.83,396.93,17.03,150.52,36.04,289.28,343.52
74.60,111029.10,98840.80,120.52,263.31,203.05,70.74,69.96,14.84,207.92,302.84
74.90,72870.98,16088.11,142.79,172.92,57.64,30.13,9.54,79.50,-24.86,145.77
74.90,105615.52,109941.74,256.76,137.55,162.44,108.73,188.68,117.66,293.80,351.43
75.10,129726.88,96937.38,132.31,221.39,241.04,-30.13,296.80,-107.06,376.29,375.16
75.30,107586.57,96670.13,183.40,116.59,313.09,-1.31,192.92,-14.84,277.98,333.35
75.40,156814.84,135062.30,275.10,235.80,224.01,23.58,27.56,71.02,371.77,401.15
75.50,113045.66,117078.63,214.84,162.44,132.31,40.61,374.18,124.02,341.26,325.44
75.50,51331.28,16110.38,230.56,151.96,6.55,-17.03,3.18,-51.94,141.25,140.12
75.60,156530.02,143480.36,188.64,254.14,230.56,17.03,213.06,51.94,396.63,474.60
75.90,112759.92,57203.77,165.06,597.36,483.39,43.23,66.78,50.88,220.35,336.74
76.00,86098.74,56809.46,170.30,6.55,113.97,3.93,109.18,119.78,88.14,194.36
76.10,137274.41,119430.08,188.64,182.09,69.43,17.03,284.08,28.62,429.40,445.22
76.40,146713.84,145375.94,222.70,230.56,351.08,90.39,422.94,-1.06,522.06,553.70
76.70,78759.59,50659.01,119.21,158.51,102.18,31.44,22.26,92.22,227.13,290.41
76.70,109609.50,63735.43,196.50,288.20,148.03,-39.30,101.76,0.00,207.92,344.65
76.80,50491.35,15806.46,107.42,165.06,-65.50,-18.34,76.32,-59.36,10.17,201.14
76.90,123238.57,96397.66,137.55,213.53,167.68,65.50,184.44,-6.36,319.79,389.85
77.00,64480.78,17506.84,150.65,98.25,113.97,79.91,59.36,89.04,109.61,160.46
77.30,104937.56,99263.94,210.91,170.30,225.32,26.20,161.12,66.78,355.95,257.64
77.40,111400.38,98914.16,124.45,96.94,275.10,-14.41,191.86,89.04,367.25,462.17
77.50,96504.59,98717.66,99.56,153.27,41.92,-19.65,206.70,131.44,302.84,292.67
77.50,130722.41,129769.91,187.33,103.49,269.86,18.34,356.16,10.60,393.24,397.76
77.80,160356.56,147870.17,262.00,159.82,61.57,-7.86,295.74,72.08,522.06,520.93
77.80,109012.55,114542.47,141.48,201.74,165.06,69.43,132.50,-10.60,344.65,415.84
77.90,96721.17,91859.81,128.38,35.37,48.47,47.16,248.04,-112.36,341.26,211.31
78.10,75886.72,21603.21,166.37,57.64,32.75,-14.41,109.18,-23.32,72.32,135.60
78.10,133921.06,134843.53,651.07,611.77,420.51,32.75,455.80,92.22,465.56,768.40
78.10,46643.87,14505.63,128.38,117.90,22.27,-7.86,69.96,56.18,59.89,149.16
78.50,127096.06,63690.89,121.83,108.73,299.99,108.73,280.90,-50.88,315.27,241.82
78.90,101577.84,114626.30,121.83,258.07,116.59,37.99,75.26,66.78,300.58,435.05
79.20,133694.47,129625.80,121.83,170.30,196.50,-11.79,238.50,16.96,370.64,368.38
79.20,50288.42,11339.36,75.98,36.68,40.61,7.86,-9.54,60.42,71.19,237.30
79.30,118518.41,105536.22,264.62,208.29,212.22,15.72,219.42,-9.54,440.70,403.41
79.30,137452.78,109378.45,323.57,218.77,64.19,58.95,232.14,228.96,404.54,371.77
79.40,117336.31,115547.23,142.79,120.52,366.80,2.62,146.28,29.68,369.51,328.83
79.50,47815.95,14112.63,107.42,61.57,39.30,-43.23,-2.12,-10.60,174.02,179.67
79.50,102680.77,57210.32,137.55,144.10,217.46,-3.93,268.18,167.48,301.71,240.69
79.70,153593.44,117831.88,302.61,343.22,286.89,172.92,304.22,99.64,368.38,668.96
79.80,137837.70,114268.67,256.76,159.82,387.76,66.81,110.24,90.10,418.10,392.11
80.00,54256.93,13031.88,108.73,52.40,31.44,30.13,-2.12,20.14,91.53,145.77
80.00,95642.82,80276.80,149.34,150.65,216.15,-10.48,273.48,-10.60,271.20,333.35
80.10,53120.34,12654.60,48.47,69.43,-17.03,-39.30,124.02,-59.36,-27.12,171.76
80.10,105006.73,77702.65,148.03,433.61,335.36,28.82,75.26,-68.90,226.00,363.86
80.40,118488.38,88030.69,172.92,165.06,182.09,9.17,218.36,30.74,369.51,299.45
80.40,49281.96,17189.82,225.32,24.89,123.14,22.27,44.52,-10.60,145.77,148.03
80.40,131373.97,106991.63,120.52,238.42,292.13,-17.03,451.56,-112.36,393.24,306.23
80.40,215872.94,37063.83,377.28,461.12,619.63,73.36,136.74,39.22,301.71,577.43
80.50,107636.63,88798.34,123.14,162.44,299.99,32.75,232.14,7.42,342.39,370.64
80.60,101226.59,90158.13,155.89,96.94,99.56,30.13,135.68,72.08,277.98,283.63
80.70,113627.16,111005.47,216.15,264.62,195.19,30.13,250.16,-77.38,303.97,508.50
80.70,53788.28,12815.73,224.01,115.28,123.14,2.62,-4.24,106.00,39.55,88.14
80.80,62195.77,18505.06,230.56,128.38,24.89,19.65,29.68,-4.24,94.92,226.00
80.80,97133.41,56147.91,154.58,91.70,268.55,34.06,213.06,23.32,218.09,402.28
81.00,69433.91,21618.93,86.46,-27.51,83.84,82.53,28.62,29.68,61.02,103.96
81.30,145256.03,128583.05,251.52,144.10,328.81,77.29,287.26,-108.12,410.19,456.52
81.40,143200.33,127823.24,186.02,239.73,255.45,86.46,322.24,48.76,371.77,355.95
81.70,149797.83,131778.14,220.08,83.84,36.68,13.10,405.98,22.26,507.37,503.98
81.70,40438.58,14670.69,39.30,77.29,13.10,61.57,177.02,77.38,106.22,153.68
82.00,109433.88,104013.99,175.54,231.87,146.72,-11.79,39.22,168.54,289.28,396.63
82.00,166225.16,136446.97,365.49,161.13,293.44,-6.55,272.42,118.72,432.79,496.07
82.30,46746.70,10718.42,216.15,66.81,74.67,90.39,-75.26,20.14,88.14,99.44
82.40,134579.00,60993.60,252.83,438.85,35.37,73.36,-7.42,46.64,254.25,254.25
83.10,68689.53,17615.57,131.00,-15.72,93.01,28.82,67.84,6.36,75.71,127.69
83.20,133871.02,106082.48,151.96,91.70,151.96,22.27,221.54,64.66,357.08,415.84
83.30,145736.50,166021.53,210.91,206.98,179.47,52.40,160.06,27.56,551.44,700.60
83.30,112491.48,79741.01,230.56,237.11,250.21,119.21,124.02,-102.82,245.21,336.74
83.40,120578.64,50808.35,200.43,576.40,165.06,23.58,151.58,10.60,244.08,354.82
83.80,42903.77,262143.00,74.67,148.03,213.53,27.51,479.12,74.20,216.96,32.77
84.00,130153.66,109036.54,239.73,115.28,417.89,43.23,214.12,-78.44,397.76,357.08
84.10,112224.84,108595.06,127.07,201.74,256.76,-7.86,198.22,-101.76,324.31,220.35
84.20,109978.96,93088.59,170.30,165.06,182.09,-34.06,181.26,-4.24,345.78,360.47
84.80,106187.91,99440.79,167.68,155.89,117.90,11.79,7.42,6.36,323.18,306.23
84.90,120552.25,103166.42,146.72,107.42,242.35,35.37,307.40,-18.02,248.60,432.79
85.10,119986.23,100818.91,264.62,159.82,-14.41,24.89,112.36,-13.78,325.44,429.40
85.10,117812.24,52654.14,171.61,265.93,393.00,9.17,223.66,86.92,176.28,211.31
85.30,37432.85,10922.78,14.41,43.23,58.95,1.31,159.00,74.20,4.52,74.58
85.40,144022.97,243377.03,1385.98,1070.27,1144.94,187.33,815.14,121.90,1400.07,2125.53
85.50,60198.32,12613.99,131.00,37.99,39.30,-2.62,-106.00,-8.48,85.88,81.36
85.70,47167.12,15270.67,124.45,146.72,53.71,23.58,7.42,33.92,13.56,-11.30
85.70,110707.88,104162.02,289.51,73.36,74.67,32.75,117.66,132.50,316.40,349.17
85.70,81983.72,73946.88,94.32,129.69,90.39,24.89,234.26,75.26,244.08,349.17
86.00,151492.25,145005.20,256.76,288.20,602.60,40.61,234.26,87.98,479.12,603.42
86.00,57479.24,17827.79,115.28,14.41,-87.77,52.40,68.90,32.86,51.98,209.05
86.10,126318.92,117275.13,247.59,112.66,364.18,43.23,470.64,56.18,360.47,397.76
86.10,105493.57,101175.23,127.07,145.41,89.08,7.86,58.30,83.74,350.30,398.89
86.20,113544.34,107581.13,195.19,106.11,163.75,-55.02,296.80,-7.42,249.73,374.03
86.30,103354.16,84218.59,87.77,55.02,89.08,-40.61,96.46,-23.32,169.50,248.60
86.30,93093.00,76217.11,203.05,182.09,220.08,-5.24,189.74,8.48,320.92,251.99
86.40,149664.06,102785.22,157.20,132.31,247.59,189.95,237.44,-67.84,294.93,411.32
86.40,80364.84,22323.71,149.34,178.16,65.50,-7.86,-59.36,10.60,107.35,174.02
86.50,109892.52,92155.88,98.25,-60.26,62.88,-9.17,99.64,-10.60,327.70,279.11
86.60,65782.08,19173.16,81.22,-1.31,-2.62,20.96,27.56,-68.90,109.61,238.43
86.60,119389.27,106352.34,128.38,48.47,299.99,22.27,130.38,15.90,274.59,336.74
86.60,49477.61,12463.34,95.63,111.35,146.72,19.65,87.98,42.40,56.50,84.75
86.70,103638.09,96704.20,184.71,145.41,205.67,40.61,266.06,97.52,336.74,251.99
87.80,161088.20,148001.17,170.30,326.19,313.09,43.23,307.40,169.60,507.37,607.94
87.90,55612.83,19686.68,205.67,94.32,10.48,32.75,22.26,-8.48,179.67,138.99
88.10,97063.34,85599.33,150.65,140.17,87.77,31.44,152.64,92.22,248.60,317.53
88.40,102962.86,107507.77,293.44,112.66,120.52,61.57,131.44,-43.46,354.82,320.92
88.60,143769.08,132519.59,305.23,276.41,315.71,14.41,385.84,101.76,456.52,514.15
88.90,85601.88,98794.95,150.65,251.52,140.17,131.00,110.24,119.78,366.12,517.54
89.00,122145.66,107822.16,19.65,161.13,179.47,-30.13,99.64,61.48,326.57,352.56
89.00,57539.30,15714.76,153.27,22.27,79.91,44.54,54.06,69.96,18.08,161.59
89.10,148505.64,135336.09,275.10,235.80,293.44,22.27,95.40,51.94,416.97,540.14
89.10,154370.58,148618.19,242.35,238.42,292.13,140.17,236.38,-19.08,465.56,583.08
89.20,147778.55,106377.23,117.90,231.87,309.16,65.50,136.74,-22.26,454.26,450.87
89.40,120152.77,112577.47,158.51,216.15,281.65,36.68,209.88,60.42,322.05,317.53
89.60,120952.66,123940.41,186.02,111.35,378.59,43.23,241.68,-71.02,395.50,438.44
89.70,103984.80,57144.82,192.57,227.94,216.15,45.85,74.20,39.22,197.75,317.53
89.80,114629.98,98146.51,51.09,107.42,120.52,-10.48,217.30,59.36,333.35,261.03
89.80,114955.75,117741.48,151.96,137.55,157.20,-6.55,294.68,10.60,329.96,404.54
89.80,120746.99,91571.62,150.65,74.67,48.47,53.71,126.14,-36.04,316.40,426.01
89.90,97611.16,99211.54,145.41,45.85,227.94,-1.31,184.44,-15.90,232.78,326.57
90.00,95979.52,60423.75,41.92,203.05,209.60,32.75,160.06,-22.26,201.14,485.90
90.10,111799.88,195618.36,1810.42,1372.88,1689.90,78.60,1147.98,131.44,1362.78,2814.83
90.10,161088.20,151915.45,323.57,161.13,276.41,-7.86,216.24,79.50,337.87,476.86
90.10,98474.74,47378.77,145.41,195.19,320.95,30.13,74.20,0.00,216.96,283.63
90.20,137776.73,128349.87,192.57,140.17,251.52,60.26,332.84,75.26,380.81,363.86
90.60,42953.82,16468.01,132.31,22.27,-35.37,31.44,179.14,-89.04,21.47,169.50
90.80,125678.28,118179.02,204.36,137.55,149.34,96.94,270.30,109.18,369.51,428.27
90.90,136885.84,130604.38,343.22,231.87,234.49,48.47,134.62,74.20,428.27,401.15
90.90,92035.59,65013.99,204.36,206.98,165.06,100.87,77.38,34.98,267.81,379.68
90.90,78076.18,71085.84,195.19,305.23,85.15,18.34,299.98,50.88,238.43,266.68
90.90,53167.66,19473.15,171.61,125.76,94.32,62.88,49.82,-47.70,92.66,137.86
91.10,136073.22,96313.81,182.09,60.26,326.19,5.24,221.54,-33.92,335.61,439.57
91.20,94332.42,87015.44,267.24,140.17,96.94,-20.96,133.56,13.78,294.93,331.09
91.50,129294.63,159150.58,189.95,208.29,335.36,14.41,185.50,-12.72,515.28,456.52
91.60,34448.96,7148.67,119.21,22.27,246.28,-34.06,-20.14,-64.66,71.19,46.33
