"Time-","FSC-A-","SSC-A-","FITC-A-CD25","PE-A-CD127","PerCP-Cy5-5-A-CD4","PE-Cy7-A-","APC-A-","APC-Cy7-A-","Pacific Blue-A-","AmCyan-A-"
73.80,121805.32,118619.19,282.96,77.29,125.76,-7.86,225.78,21.20,316.40,405.67
73.80,114306.02,104061.16,168.99,894.73,311.78,2.62,309.52,-89.04,363.86,333.35
73.90,120506.75,102633.26,102.18,44.54,226.63,18.34,142.04,22.26,377.42,435.05
74.10,126843.09,88588.75,289.51,486.01,411.34,15.72,259.70,33.92,202.27,385.33
74.40,132789.94,119618.71,237.11,142.79,188.64,17.03,279.84,-23.32,502.85,416.97
74.70,76622.00,18384.54,281.65,1310.00,10360.79,610.46,786.52,233.20,140.12,179.67
75.00,112250.32,140713.64,161.13,636.66,479.46,24.89,371.00,130.38,388.72,529.97
75.60,50213.80,11070.81,41.92,48.47,11.79,-10.48,28.62,-54.06,56.50,33.90
75.80,162002.75,156813.55,195.19,438.85,415.27,36.68,172.78,2.12,489.29,452.00
75.90,132757.17,109722.98,188.64,205.67,148.03,17.03,258.64,39.22,372.90,477.99
77.50,168724.92,130441.94,237.11,647.14,248.90,3.93,169.60,159.00,358.21,441.83
77.60,169347.36,155599.17,258.07,220.08,499.11,5.24,313.76,19.08,509.63,529.97
77.80,126509.12,128763.83,235.80,9.17,116.59,22.27,397.50,-24.38,503.98,447.48
77.80,61389.51,18778.85,107.42,885.56,8529.41,402.17,676.28,90.10,101.70,22.60
78.20,110532.24,102122.36,93.01,248.90,170.30,47.16,178.08,7.42,277.98,360.47
78.80,71851.78,21342.52,162.44,3125.66,10259.92,487.32,734.58,168.54,63.28,175.15
79.60,125472.63,122695.91,330.12,175.54,94.32,86.46,148.40,7.42,412.45,383.07
80.00,138532.03,117404.81,144.10,602.60,204.36,69.43,94.34,4.24,394.37,490.42
80.00,183238.52,236964.58,1368.95,1074.20,1735.75,79.91,746.24,178.08,1349.22,2187.68
80.10,190963.50,262143.00,1024.42,1143.63,1079.44,199.12,541.66,125.08,1343.57,2147.00
81.30,94298.75,28983.75,926.17,2749.69,10081.76,489.94,642.36,130.38,136.73,284.76
81.80,64397.97,19254.38,52.40,627.49,6923.35,243.66,331.78,56.18,167.24,31.64
82.00,60024.51,15570.66,120.52,1760.64,11434.99,475.53,966.72,171.72,-7.91,116.39
82.30,45610.11,11782.14,95.63,391.69,5.24,-28.82,-56.18,-46.64,22.60,117.52
82.40,66962.35,17260.56,305.23,4581.07,11949.82,783.38,764.26,159.00,37.29,118.65
82.80,173506.97,154269.52,327.50,174.23,413.96,19.65,284.08,9.54,407.93,569.52
83.60,180248.25,262143.00,1219.61,1196.03,1627.02,188.64,560.74,67.84,1444.14,2185.42
83.70,49534.94,13969.84,459.81,668.10,7531.19,280.34,497.14,188.68,38.42,192.10
84.00,73057.53,62766.03,77.29,125.76,530.55,30.13,404.92,67.84,257.64,428.27
84.00,143094.78,127951.63,237.11,2297.74,702.16,3.93,433.54,49.82,349.17,463.30
84.20,130877.12,157205.23,99.56,234.49,100.87,-15.72,437.78,-12.72,546.92,560.48
85.40,118756.82,106812.16,124.45,386.45,250.21,7.86,126.14,21.20,320.92,322.05
85.50,139994.41,140472.61,61.57,1113.50,689.06,31.44,304.22,57.24,455.39,468.95
85.60,154028.42,189836.02,296.06,842.33,369.42,94.32,235.32,54.06,596.64,465.56
85.90,94439.80,52998.67,-6.55,149.34,581.64,-36.68,128.26,122.96,202.27,279.11
86.00,47291.79,87014.13,92324.87,15607.34,3686.34,193.88,534.24,124.02,1867.89,6739.32
86.30,132033.72,119971.10,229.25,3234.39,1072.89,-14.41,342.38,-10.60,488.16,519.80
86.40,131642.42,119048.87,186.02,206.98,144.10,19.65,137.80,131.44,444.09,376.29
86.60,109449.34,110033.45,104.80,17.03,242.35,9.17,407.04,19.08,410.19,360.47
86.80,156245.19,169388.23,347.15,206.98,281.65,6.55,299.98,65.72,594.38,541.27
86.80,145638.22,149650.47,286.89,141.48,108.73,1.31,187.62,108.12,465.56,481.38
86.90,118184.43,97898.91,144.10,317.02,303.92,22.27,173.84,-41.34,342.39,299.45
87.30,118923.35,108794.19,132.31,39.30,144.10,-18.34,139.92,4.24,368.38,393.24
87.30,169618.55,159867.16,262.00,1697.76,795.17,161.13,311.64,169.60,506.24,604.55
88.20,87647.56,45559.18,366.80,285.58,1034.90,90.39,278.78,85.86,221.48,393.24
88.40,122057.39,165912.80,195.19,179.47,65.50,52.40,383.72,47.70,493.81,550.31
88.90,119591.30,114538.53,158.51,148.03,111.35,5.24,151.58,-4.24,316.40,485.90
90.10,133400.55,135993.72,179.47,171.61,106.11,-5.24,265.00,-3.18,439.57,445.22
90.50,119567.63,103493.92,153.27,73.36,-1.31,-5.24,267.12,-19.08,380.81,319.79
90.50,156581.89,128690.46,242.35,597.36,568.54,51.09,325.42,10.60,519.80,545.79
91.40,61752.60,16478.49,134.93,2591.18,7453.90,349.77,895.70,89.04,75.71,183.06
92.30,75557.30,22928.93,1028.35,210.91,8816.30,398.24,919.02,44.52,80.23,136.73
92.30,76640.20,24423.64,286.89,-20.96,1.31,9.17,62.54,61.48,54.24,127.69
93.50,105026.74,93535.30,231.87,816.13,356.32,-48.47,190.80,39.22,359.34,435.05
93.70,251664.14,50034.14,522.69,331.43,2659.30,94.32,217.30,42.40,297.19,572.91
93.80,109570.38,74956.89,225.32,94.32,2106.48,83.84,228.96,7.42,306.23,257.64
94.60,132777.19,116413.15,201.74,124.45,352.39,-22.27,319.06,210.94,452.00,418.10
94.60,59786.09,20164.83,229.25,3096.84,741.46,10.48,-14.84,-14.84,49.72,111.87
94.60,165669.14,166922.81,197.81,214.84,296.06,13.10,205.64,-15.90,455.39,449.74
95.00,82541.55,27964.57,165.06,1815.66,8311.95,381.21,522.58,126.14,184.19,272.33
95.40,83244.98,52207.43,133.62,218.77,810.89,56.33,283.02,-16.96,235.04,275.72
95.50,156428.09,148179.33,298.68,280.34,193.88,74.67,166.42,-41.34,470.08,520.93
95.90,138114.34,119343.62,318.33,227.94,337.98,13.10,208.82,3.18,378.55,468.95
96.10,160947.16,172462.80,334.05,4734.34,1192.10,81.22,346.62,32.86,602.29,650.88
96.30,147827.69,154379.56,271.17,175.54,313.09,28.82,217.30,103.88,402.28,560.48
96.50,89178.18,41794.24,98.25,-2.62,1040.14,246.28,124.02,71.02,185.32,145.77
96.70,150129.08,138596.69,259.38,197.81,386.45,17.03,205.64,-61.48,525.45,484.77
96.80,68573.96,19547.82,141.48,125.76,-6.55,47.16,73.14,-14.84,82.49,175.15
97.40,161286.58,166790.50,188.64,238.42,434.92,24.89,383.72,112.36,436.18,500.59
97.70,65070.46,17836.96,116.59,4807.70,1282.49,-11.79,38.16,-56.18,99.44,36.16
97.70,130638.70,112849.95,221.39,94.32,326.19,7.86,325.42,183.38,431.66,340.13
97.90,146362.58,155747.20,314.40,230.56,463.74,-40.61,212.00,50.88,546.92,560.48
98.10,102182.99,99376.59,120.52,34.06,197.81,24.89,66.78,26.50,371.77,459.91
98.20,85009.47,61889.64,176.85,102.18,884.25,23.58,209.88,68.90,244.08,380.81
98.30,139474.80,107540.52,186.02,175.54,393.00,9.17,75.26,125.08,370.64,432.79
98.60,121019.99,121954.45,216.15,178.16,151.96,32.75,340.26,32.86,405.67,490.42
98.70,130015.34,118404.34,284.27,115.28,176.85,26.20,240.62,4.24,450.87,574.04
99.40,133218.55,128752.03,277.72,393.00,419.20,53.71,171.72,46.64,386.46,427.14
99.80,139125.36,127977.83,104.80,314.40,298.68,93.01,463.22,114.48,448.61,542.40
99.80,149728.67,262143.00,1511.74,1254.98,1868.06,272.48,845.88,160.06,1695.00,2741.38
99.80,121123.73,100573.94,120.52,233.18,239.73,-69.43,187.62,61.48,371.77,192.10
100.40,128837.80,105427.48,282.96,85.15,104.80,-11.79,117.66,5.30,298.32,331.09
100.40,155306.97,248886.89,1342.75,812.20,1771.12,174.23,561.80,133.56,1200.06,2062.25
100.70,46784.01,17639.15,144.10,4412.08,9480.47,353.70,380.54,96.46,41.81,100.57
100.90,105410.77,68283.75,212.22,123.14,1133.15,162.44,304.22,20.14,263.29,352.56
101.50,172269.38,150420.75,292.13,157.20,34.06,45.85,122.96,29.68,494.94,394.37
101.60,153737.22,159700.78,267.24,2713.01,765.04,13.10,348.74,55.12,487.03,463.30
101.80,124443.41,120846.19,216.15,227.94,216.15,13.10,273.48,-7.42,482.51,461.04
101.90,112528.78,49986.98,227.94,191.26,1476.37,144.10,212.00,68.90,258.77,310.75
101.90,160469.41,198328.75,991.67,945.82,890.80,91.70,751.54,-66.78,1118.70,1890.49
102.40,40928.16,13398.68,318.33,2452.32,7743.41,459.81,552.26,109.18,1.13,58.76
102.60,107524.70,107894.22,205.67,183.40,252.83,65.50,201.40,30.74,322.05,314.14
102.70,101619.70,66922.66,140.17,-24.89,1843.17,172.92,204.58,19.08,220.35,293.80
102.80,144237.73,160296.83,170.30,294.75,95.63,58.95,293.62,4.24,513.02,540.14
103.10,132516.03,110590.20,217.46,124.45,396.93,117.90,197.16,-45.58,364.99,418.10
103.20,144603.55,127126.33,176.85,288.20,178.16,-26.20,189.74,2.12,456.52,282.50
103.20,54914.86,12701.76,183.40,-20.96,-48.47,-26.20,42.40,-31.80,64.41,97.18
103.60,51130.17,13344.97,201.74,3636.56,994.29,22.27,27.56,43.46,169.50,142.38
103.70,27798.68,20191.03,56.33,28.82,90.39,3.93,-26.50,-16.96,55.37,31.64
103.90,122175.70,127821.94,262.00,124.45,293.44,40.61,248.04,113.42,377.42,439.57
104.10,138234.47,148788.48,99.56,250.21,102.18,40.61,223.66,63.60,447.48,509.63
104.20,190311.95,262143.00,1392.53,1234.02,1122.67,137.55,655.08,130.38,1439.62,2388.82
104.90,131739.80,126640.31,221.39,102.18,20.96,-53.71,164.30,111.30,366.12,416.97
105.00,116589.20,147867.55,323.57,120.52,496.49,53.71,432.48,-97.52,442.96,578.56
105.20,146869.45,142382.58,269.86,2406.47,689.06,75.98,410.22,106.00,488.16,496.07
105.30,130238.30,120213.45,206.98,205.67,93.01,60.26,509.86,-21.20,429.40,396.63
105.60,65156.91,18307.25,203.05,-62.88,-39.30,-27.51,-23.32,20.14,97.18,61.02
105.80,170281.94,182332.34,267.24,505.66,662.86,77.29,382.66,130.38,584.21,697.21
105.90,58297.33,15412.15,94.32,440.16,311.78,24.89,42.40,3.18,25.99,119.78
106.00,132380.44,143997.81,77.29,75.98,268.55,-1.31,284.08,-13.78,453.13,480.25
106.00,135964.92,144633.16,252.83,93.01,327.50,39.30,268.18,-95.40,477.99,520.93
106.20,53420.64,12583.86,137.55,20.96,72.05,-11.79,67.84,39.22,58.76,145.77
106.40,199723.17,262143.00,1991.20,1805.18,2128.75,368.11,626.46,132.50,2248.70,3769.68
106.60,99313.77,93037.51,235.80,286.89,757.18,-44.54,170.66,106.00,263.29,470.08
106.60,154776.44,158101.27,214.84,351.08,252.83,18.34,272.42,-30.74,542.40,472.34
106.90,30234.75,12755.47,-7.86,62.88,-5.24,-17.03,10.60,22.26,55.37,84.75
107.00,147541.94,131436.22,244.97,357.63,362.87,112.66,415.52,18.02,377.42,476.86
107.30,57176.21,19370.97,196.50,954.99,320.95,-19.65,4.24,118.72,94.92,194.36
108.20,99039.85,88381.77,111.35,28.82,108.73,-35.37,285.14,151.58,353.69,233.91
108.30,56623.84,13140.61,138.86,-30.13,13.10,24.89,37.10,18.02,-13.56,167.24
108.40,102364.99,106610.41,153.27,239.73,205.67,-1.31,178.08,34.98,350.30,379.68
108.40,55694.73,21583.56,282.96,2864.97,11541.10,606.53,923.26,244.86,183.06,131.08
109.40,147139.72,129606.16,146.72,208.29,209.60,28.82,175.96,24.38,430.53,463.30
109.60,154509.81,127163.01,277.72,172.92,106.11,61.57,167.48,-46.64,497.20,588.73
109.70,57199.87,17728.23,154.58,2825.67,6890.60,309.16,299.98,143.10,70.06,145.77
109.80,113291.36,113320.23,145.41,919.62,520.07,74.67,199.28,-23.32,336.74,344.65
110.10,49051.73,17645.70,326.19,3208.19,7994.93,475.53,448.38,83.74,44.07,153.68
110.30,147801.30,146059.75,299.99,226.63,123.14,14.41,156.88,29.68,404.54,523.19
110.50,117253.50,103230.62,230.56,95.63,62.88,3.93,341.32,45.58,328.83,331.09
110.70,157582.89,170429.69,259.38,517.45,413.96,-37.99,469.58,6.36,548.05,621.50
110.90,131028.17,109037.84,146.72,146.72,317.02,-18.34,138.86,-2.12,350.30,424.88
111.10,80876.25,53762.40,184.71,120.52,647.14,86.46,204.58,27.56,239.56,317.53
111.30,144436.11,120601.21,269.86,520.07,358.94,142.79,504.56,-25.44,442.96,496.07
111.50,182940.94,204299.73,928.79,936.65,1181.62,170.30,345.56,-55.12,1102.88,1725.51
111.50,126773.02,129644.14,193.88,327.50,328.81,104.80,351.92,50.88,407.93,379.68
111.60,102748.10,46934.68,162.44,119.21,2337.04,22.27,309.52,92.22,245.21,431.66
112.30,137858.64,206516.25,1425.28,1282.49,1636.19,133.62,554.38,143.10,1378.60,2356.05
112.50,162687.08,146256.25,271.17,87.77,446.71,30.13,296.80,181.26,444.09,537.88
112.80,111907.25,50911.84,268.55,68.12,1295.59,165.06,260.76,13.78,179.67,146.90
112.90,26770.38,12820.97,27.51,68.12,78.60,-41.92,-50.88,74.20,31.64,115.26
113.00,135242.39,144744.52,262.00,259.38,282.96,22.27,266.06,41.34,566.13,454.26
113.30,147040.53,146974.14,281.65,224.01,255.45,0.00,330.72,-75.26,352.56,507.37
113.80,147682.08,179897.05,282.96,471.60,309.16,28.82,396.44,147.34,527.71,650.88
114.20,124504.38,99988.37,158.51,292.13,234.49,22.27,218.36,53.00,354.82,368.38
114.40,79802.45,19976.19,846.26,2063.25,6446.51,183.40,668.86,69.96,117.52,158.20
114.60,176970.44,262143.00,1697.76,2085.52,1949.28,172.92,761.08,42.40,1975.24,3197.90
115.00,143546.14,108423.45,99.56,119.21,112.66,64.19,203.52,55.12,302.84,534.49
115.40,146120.53,137797.58,271.17,302.61,178.16,57.64,260.76,-36.04,447.48,676.87
115.40,131632.41,116837.59,233.18,724.43,285.58,61.57,85.86,-112.36,351.43,471.21
115.90,87770.41,24846.77,69.43,15.72,186.02,19.65,89.04,2.12,153.68,270.07
116.00,27107.08,8347.32,30.13,150.65,-41.92,-19.65,-15.90,-22.26,19.21,87.01
116.80,68682.25,16761.45,364.18,4004.67,7140.81,336.67,568.16,96.46,129.95,157.07
117.20,129206.35,65131.89,368.11,82.53,873.77,60.26,100.70,24.38,255.38,318.66
117.70,89129.95,35861.25,244.97,3445.30,665.48,44.54,56.18,95.40,154.81,204.53
118.10,150129.98,158317.42,341.91,178.16,413.96,125.76,93.28,-14.84,557.09,513.02
118.60,54439.84,18583.66,476.84,4617.75,8215.01,579.02,545.90,27.56,68.93,84.75
119.60,135195.06,137053.50,157.20,292.13,165.06,55.02,126.14,92.22,427.14,445.22
119.90,151913.58,166689.63,203.05,5122.10,1506.50,103.49,444.14,54.06,587.60,464.43
120.10,129216.37,123336.49,175.54,252.83,214.84,47.16,411.28,40.28,437.31,461.04
120.60,54850.25,15245.78,305.23,704.78,7700.18,521.38,414.46,-7.42,38.42,75.71
120.80,143813.67,99432.92,161.13,82.53,145.41,6.55,140.98,151.58,401.15,231.65
121.10,92257.63,29731.76,234.49,102.18,36.68,28.82,25.44,-96.46,124.30,51.98
121.10,155824.77,262143.00,1244.50,1083.37,1294.28,222.70,836.34,-22.26,1605.73,2192.20
121.20,128906.05,126371.77,186.02,192.57,86.46,28.82,145.22,-5.30,433.92,541.27
121.60,133067.48,112489.70,315.71,237.11,199.12,27.51,206.70,-55.12,351.43,542.40
121.90,72518.81,22609.29,112.66,180.78,35.37,56.33,-15.90,-72.08,133.34,254.25
122.00,140150.92,139732.45,179.47,69.43,301.30,-44.54,237.44,26.50,502.85,344.65
122.30,148663.06,144751.06,275.10,639.28,457.19,132.31,295.74,-10.60,590.99,570.65
122.90,129492.09,111072.27,157.20,1881.16,593.43,125.76,346.62,77.38,439.57,362.73
122.90,70056.35,26215.72,216.15,347.15,201.74,34.06,116.60,224.72,158.20,273.46
122.90,126670.19,129302.23,349.77,294.75,231.87,104.80,249.10,75.26,387.59,349.17
123.00,42372.33,11850.26,227.94,801.72,6691.48,407.41,439.90,137.80,32.77,49.72
123.10,118814.16,124592.78,305.23,188.64,180.78,10.48,198.22,12.72,307.36,511.89
123.30,51949.17,14689.03,558.06,2162.81,10253.37,339.29,981.56,168.54,54.24,160.46
123.60,154593.53,141020.19,213.53,193.88,252.83,37.99,297.86,51.94,485.90,529.97
123.70,80286.57,55114.32,193.88,172.92,893.42,47.16,338.14,47.70,247.47,288.15
123.90,137969.66,144837.53,247.59,727.05,428.37,37.99,275.60,-13.78,444.09,381.94
124.10,126975.03,114142.91,148.03,138.86,20.96,-5.24,119.78,-12.72,277.98,428.27
124.10,164863.80,178846.44,313.09,298.68,336.67,61.57,324.36,-2.12,628.28,453.13
124.20,50823.50,16787.65,179.47,658.93,285.58,-3.93,104.94,-14.84,70.06,138.99
124.60,142388.61,117184.73,234.49,260.69,276.41,61.57,231.08,98.58,279.11,342.39
125.50,136304.36,121419.96,148.03,225.32,203.05,41.92,45.58,38.16,405.67,529.97
125.60,110538.61,88570.41,216.15,272.48,248.90,-35.37,184.44,84.80,277.98,251.99
125.70,138493.81,248455.91,1180.31,973.33,897.35,66.81,515.16,79.50,1313.06,2065.64
125.70,163636.20,151118.97,347.15,110.04,640.59,81.22,330.72,79.50,383.07,610.20
125.90,166376.22,165891.84,132.31,1781.60,510.90,20.96,290.44,29.68,561.61,619.24
126.10,106621.98,95746.59,161.13,205.67,204.36,-2.62,41.34,25.44,242.95,385.33
126.40,117430.95,102645.05,157.20,286.89,85.15,93.01,306.34,164.30,392.11,376.29
126.50,155658.23,159483.33,184.71,267.24,353.70,57.64,284.08,131.44,595.51,513.02
126.90,109562.18,102261.22,200.43,115.28,248.90,-15.72,277.72,63.60,313.01,350.30
127.10,108258.16,109594.59,133.62,106.11,62.88,51.09,393.26,217.30,275.72,386.46
127.40,179759.58,226819.94,403.48,235.80,394.31,44.54,485.48,-7.42,619.24,631.67
127.70,138212.63,143718.78,293.44,791.24,547.58,1.31,230.02,-75.26,576.30,489.29
127.80,70603.27,18891.51,468.98,2462.80,1206.51,32.75,77.38,-14.84,38.42,77.97
128.10,92499.68,90472.52,75.98,113.97,272.48,104.80,245.92,-71.02,204.53,363.86
128.30,118506.57,107291.62,239.73,117.90,53.71,30.13,97.52,0.00,337.87,439.57
129.00,162617.00,159708.64,356.32,736.22,233.18,53.71,351.92,126.14,517.54,718.68
129.80,128131.64,107409.52,205.67,121.83,196.50,36.68,205.64,49.82,292.67,385.33
130.10,118013.35,128932.81,216.15,119.21,239.73,-19.65,62.54,130.38,309.62,314.14
130.30,58224.53,19456.12,104.80,3694.20,8104.97,361.56,327.54,167.48,115.26,196.62
130.50,66407.25,16938.30,691.68,970.71,273.79,13.10,27.56,-36.04,101.70,132.21
130.50,120581.38,50883.02,172.92,35.37,335.36,-37.99,-22.26,-64.66,186.45,253.12
131.00,106338.05,98174.02,193.88,224.01,381.21,-15.72,702.78,-43.46,363.86,349.17
131.30,67492.88,17664.04,787.31,4903.33,8770.45,417.89,752.60,108.12,15.82,296.06
131.40,103057.50,103979.94,153.27,52.40,480.77,39.30,173.84,-111.30,276.85,414.71
131.60,117004.16,102018.87,145.41,263.31,315.71,48.47,106.00,131.44,346.91,359.34
131.90,151889.02,147516.47,348.46,273.79,175.54,-17.03,214.12,103.88,413.58,404.54
131.90,112698.05,106801.67,248.90,196.50,244.97,64.19,139.92,65.72,283.63,467.82
132.00,52502.45,12613.99,108.73,559.37,7438.18,448.02,807.72,76.32,64.41,194.36
132.20,139971.66,114469.10,233.18,235.80,330.12,57.64,337.08,48.76,317.53,403.41
132.20,65712.02,11824.06,306.54,1380.74,471.60,15.72,104.94,81.62,55.37,77.97
132.20,104811.07,125104.99,140.17,243.66,151.96,51.09,100.70,1.06,414.71,498.33
132.70,129283.70,61779.60,123.14,51.09,1689.90,197.81,235.32,-68.90,235.04,284.76
133.40,114855.66,131830.53,158.51,157.20,227.94,24.89,319.06,1.06,411.32,371.77
133.40,55944.07,14099.53,218.77,2916.06,8953.85,320.95,753.66,73.14,117.52,141.25
133.40,139653.16,151670.48,281.65,172.92,546.27,68.12,192.92,39.22,607.94,517.54
133.80,120668.73,107818.23,301.30,86.46,125.76,56.33,107.06,-7.42,384.20,465.56
133.80,75113.22,22745.53,305.23,1245.81,7442.11,383.83,479.12,334.96,118.65,174.02
133.80,159748.69,137235.59,199.12,285.58,377.28,96.94,255.46,-14.84,446.35,517.54
134.00,146814.86,117330.15,163.75,482.08,183.40,17.03,358.28,19.08,281.37,421.49
134.00,48975.29,14757.15,113.97,799.10,8136.41,442.78,607.38,25.44,71.19,48.59
134.60,114494.38,107202.54,129.69,72.05,192.57,23.58,284.08,-57.24,341.26,432.79
135.70,130769.73,149658.33,224.01,227.94,303.92,-10.48,202.46,54.06,456.52,543.53
135.80,123653.53,62805.33,351.08,119.21,2093.38,120.52,260.76,61.48,258.77,466.69
136.00,76314.42,26464.62,153.27,121.83,150.65,24.89,78.44,-19.08,92.66,184.19
136.30,144681.81,127005.80,276.41,125.76,74.67,-7.86,112.36,74.20,395.50,405.67
137.10,138937.89,129882.56,217.46,210.91,45.85,65.50,210.94,87.98,457.65,567.26
137.10,113506.13,114272.60,218.77,108.73,231.87,-6.55,199.28,38.16,376.29,433.92
137.30,83230.42,56686.32,137.55,60.26,168.99,-36.68,90.10,133.56,267.81,223.74
