"Time-","FSC-A-","SSC-A-","FITC-A-IgG","PE-A-IgG2A","PerCP-Cy5-5-A-","PE-Cy7-A-","APC-A-","APC-Cy7-A-","Pacific Blue-A-","AmCyan-A-"
63.00,138736.78,146230.05,233.18,251.52,320.95,82.53,146.28,-13.78,519.80,491.55
63.00,262143.00,262143.00,505.66,375.97,479.46,119.21,398.56,29.68,1116.44,1040.73
63.00,144706.39,104603.49,247.59,265.93,264.62,124.45,239.56,96.46,444.09,492.68
63.10,144093.95,126188.37,140.17,276.41,78.60,3.93,58.30,0.00,444.09,430.53
63.10,128823.24,89218.86,108.73,182.09,142.79,24.89,112.36,54.06,354.82,394.37
63.30,79118.13,18231.27,285.58,87.77,248.90,100.87,47.70,-42.40,129.95,251.99
63.40,126010.44,92991.66,216.15,149.34,210.91,104.80,126.14,-44.52,415.84,407.93
63.70,150239.19,123614.21,187.33,158.51,197.81,87.77,27.56,31.80,508.50,597.77
63.90,162081.92,121971.48,90.39,272.48,175.54,40.61,73.14,49.82,518.67,542.40
64.10,162047.34,173517.36,352.39,259.38,603.91,145.41,337.08,46.64,793.26,849.76
64.20,117064.23,98607.63,74.67,195.19,86.46,128.38,161.12,36.04,414.71,444.09
64.40,123077.50,86036.87,189.95,98.25,406.10,-15.72,77.38,171.72,360.47,392.11
64.40,152779.00,125770.48,323.57,237.11,204.36,-10.48,201.40,-27.56,552.57,477.99
64.90,137307.17,100099.72,241.04,286.89,205.67,129.69,62.54,26.50,389.85,421.49
65.10,128943.37,127472.16,64.19,340.60,307.85,11.79,93.28,-64.66,480.25,471.21
65.40,141031.80,112032.51,137.55,259.38,120.52,10.48,60.42,-14.84,441.83,449.74
65.60,110671.48,53719.17,272.48,81.22,56.33,9.17,75.26,98.58,240.69,374.03
65.80,151953.63,145690.33,247.59,213.53,364.18,64.19,137.80,61.48,524.32,592.12
66.00,174329.61,173192.47,385.14,327.50,332.74,-10.48,162.18,102.82,657.66,667.83
66.30,156929.50,156668.14,260.69,289.51,330.12,43.23,93.28,-50.88,698.34,628.28
66.40,84640.02,15942.70,83.84,161.13,37.99,-32.75,96.46,-27.56,71.19,149.16
66.50,147767.63,130461.59,241.04,355.01,233.18,36.68,144.16,26.50,597.77,470.08
66.50,147544.67,156664.20,239.73,209.60,55.02,-5.24,79.50,129.32,550.31,621.50
66.80,113099.35,89415.36,201.74,224.01,154.58,34.06,166.42,97.52,342.39,316.40
66.80,154170.39,135598.09,165.06,48.47,213.53,5.24,44.52,30.74,558.22,570.65
66.90,65456.30,17277.59,179.47,99.56,-3.93,41.92,25.44,-60.42,65.54,137.86
67.30,148208.06,129042.85,229.25,289.51,81.22,47.16,238.50,22.26,468.95,454.26
67.40,45445.40,21495.79,161.13,178.16,28.82,23.58,13.78,48.76,149.16,73.45
67.40,155560.86,132097.78,230.56,298.68,254.14,104.80,153.70,46.64,598.90,487.03
67.60,96215.21,24617.52,248.90,60.26,66.81,10.48,-24.38,25.44,65.54,318.66
67.70,83301.41,18093.72,157.20,62.88,14.41,-26.20,89.04,-43.46,135.60,117.52
67.80,137929.61,64463.79,268.55,299.99,377.28,75.98,99.64,36.04,350.30,394.37
67.90,78220.88,23997.89,78.60,5.24,131.00,-10.48,-60.42,61.48,177.41,324.31
68.00,68946.15,15027.01,44.54,-7.86,-18.34,40.61,-38.16,22.26,42.94,83.62
68.10,107763.11,85377.94,37.99,148.03,77.29,18.34,-14.84,11.66,345.78,315.27
68.60,70377.58,14817.41,66.81,166.37,-49.78,13.10,55.12,163.24,54.24,117.52
68.70,66289.86,10435.46,204.36,145.41,199.12,24.89,19.08,63.60,46.33,219.22
68.90,148258.11,111378.81,247.59,87.77,57.64,30.13,99.64,28.62,432.79,367.25
69.00,170402.06,129004.87,227.94,157.20,162.44,83.84,252.28,-25.44,474.60,578.56
69.00,116615.59,89166.45,157.20,72.05,77.29,57.64,37.10,6.36,342.39,476.86
69.10,131373.97,105754.98,282.96,178.16,362.87,11.79,238.50,-28.62,446.35,548.05
69.10,83143.06,19836.02,175.54,-5.24,99.56,-9.17,57.24,-38.16,105.09,192.10
69.20,117671.20,55972.37,204.36,148.03,79.91,6.55,126.14,-60.42,259.90,421.49
69.30,37228.10,16466.70,79.91,-2.62,-1.31,-14.41,71.02,-14.84,29.38,120.91
69.30,60695.18,10895.27,51.09,89.08,41.92,-32.75,25.44,2.12,-4.52,11.30
69.50,70066.36,16768.00,113.97,70.74,-31.44,6.55,34.98,81.62,87.01,265.55
69.60,71758.05,18934.74,98.25,-68.12,-13.10,41.92,-37.10,31.80,58.76,143.51
69.60,68723.20,20715.03,117.90,43.23,52.40,10.48,32.86,-67.84,94.92,128.82
69.80,156531.83,161974.94,193.88,262.00,331.43,30.13,144.16,6.36,586.47,637.32
70.00,87787.70,27233.59,234.49,58.95,136.24,95.63,5.30,23.32,213.57,244.08
70.00,153496.98,141659.47,145.41,75.98,161.13,35.37,200.34,62.54,584.21,569.52
70.60,124811.96,110105.49,259.38,155.89,318.33,9.17,127.20,22.26,449.74,493.81
70.70,121102.80,117134.95,159.82,124.45,217.46,-7.86,197.16,3.18,516.41,440.70
70.80,68734.13,16059.29,99.56,9.17,-64.19,-23.58,-31.80,-16.96,-2.26,146.90
70.90,154472.50,121452.71,307.85,47.16,123.14,26.20,170.66,-16.96,534.49,457.65
71.60,122502.38,113655.59,189.95,222.70,94.32,40.61,117.66,54.06,388.72,343.52
71.60,64690.99,16010.82,89.08,103.49,-37.99,66.81,73.14,-57.24,75.71,153.68
71.90,173030.14,180992.22,247.59,281.65,374.66,89.08,143.10,56.18,593.25,822.64
71.90,86800.35,24697.43,146.72,-34.06,112.66,19.65,71.02,-42.40,117.52,202.27
71.90,111726.16,71026.89,322.26,192.57,233.18,27.51,119.78,-21.20,384.20,475.73
72.00,140037.17,34386.19,121.83,137.55,70.74,45.85,-37.10,-23.32,284.76,353.69
72.40,73454.29,16602.94,69.43,7.86,83.84,68.12,-5.30,-2.12,56.50,79.10
72.80,79488.50,21335.97,28.82,86.46,117.90,24.89,-10.60,-1.06,185.32,204.53
73.10,153731.77,178107.59,237.11,254.14,264.62,23.58,151.58,41.34,711.90,664.44
73.40,136401.72,95320.84,107.42,27.51,210.91,95.63,138.86,57.24,370.64,418.10
73.70,72195.77,13952.81,83.84,-75.98,56.33,-52.40,72.08,61.48,160.46,48.59
73.80,57556.59,14529.21,176.85,140.17,104.80,-2.62,26.50,-41.34,98.31,93.79
73.90,127538.32,89907.91,141.48,96.94,128.38,40.61,145.22,127.20,292.67,370.64
74.00,126142.38,99922.87,262.00,127.07,298.68,86.46,99.64,67.84,360.47,405.67
74.00,69310.15,18799.81,155.89,131.00,9.17,78.60,-16.96,-20.14,91.53,211.31
74.20,166452.66,154120.19,259.38,225.32,303.92,-51.09,156.88,18.02,661.05,605.68
74.70,163317.70,161245.27,293.44,377.28,317.02,-30.13,252.28,98.58,680.26,631.67
74.80,135786.56,124225.98,335.36,184.71,448.02,64.19,179.14,22.26,430.53,527.71
74.90,123798.23,115239.38,203.05,75.98,159.82,24.89,118.72,69.96,404.54,432.79
75.40,74125.88,14123.11,-3.93,23.58,18.34,-13.10,55.12,-47.70,72.32,75.71
75.50,174850.14,153381.34,328.81,157.20,369.42,60.26,100.70,4.24,692.69,614.72
75.60,153992.03,116529.73,265.93,183.40,369.42,69.43,29.68,12.72,562.74,468.95
75.60,174263.19,172169.36,365.49,282.96,463.74,11.79,343.44,45.58,701.73,700.60
75.70,135822.05,97766.61,214.84,197.81,264.62,62.88,74.20,4.24,289.28,397.76
75.70,71602.45,17073.23,68.12,62.88,30.13,56.33,80.56,-8.48,143.51,177.41
75.70,151269.30,141541.56,288.20,192.57,470.29,44.54,30.74,91.16,575.17,515.28
75.90,122103.80,111158.73,260.69,87.77,332.74,47.16,210.94,-21.20,350.30,476.86
75.90,95090.45,26386.02,201.74,6.55,-1.31,-7.86,31.80,68.90,209.05,216.96
76.00,120861.66,37192.21,241.04,162.44,-49.78,-5.24,152.64,416.58,228.26,244.08
76.20,137567.44,143750.22,183.40,293.44,260.69,35.37,178.08,60.42,603.42,647.49
76.40,94181.36,94832.20,208.29,15.72,9.17,-2.62,-26.50,41.34,423.75,366.12
76.60,138194.42,130517.91,227.94,209.60,292.13,18.34,204.58,-22.26,606.81,509.63
76.60,133729.05,67977.20,234.49,317.02,315.71,-32.75,56.18,85.86,392.11,493.81
76.60,101738.91,55897.70,265.93,264.62,250.21,-56.33,125.08,72.08,297.19,406.80
76.80,146237.00,148548.75,256.76,149.34,121.83,14.41,67.84,-21.20,500.59,568.39
76.90,121425.85,47970.89,208.29,49.78,239.73,35.37,145.22,-24.38,404.54,476.86
77.10,146204.25,114731.10,209.60,203.05,237.11,-11.79,172.78,20.14,445.22,483.64
77.10,118939.73,36919.73,250.21,56.33,127.07,36.68,53.00,32.86,223.74,310.75
77.30,128441.05,50381.29,238.42,187.33,193.88,60.26,7.42,25.44,262.16,480.25
77.60,158501.98,172558.44,385.14,115.28,206.98,0.00,341.32,-76.32,679.13,592.12
77.60,134659.98,120223.94,233.18,191.26,327.50,23.58,246.98,64.66,476.86,452.00
77.60,121693.39,63878.22,292.13,203.05,95.63,18.34,-9.54,4.24,324.31,502.85
77.70,138844.16,101477.84,252.83,18.34,234.49,40.61,188.68,65.72,415.84,354.82
77.90,135380.70,117947.16,273.79,221.39,191.26,13.10,241.68,-7.42,456.52,506.24
78.50,131096.42,123522.52,220.08,225.32,205.67,77.29,135.68,65.72,511.89,437.31
78.50,155063.09,152562.59,268.55,288.20,318.33,57.64,261.82,106.00,569.52,613.59
78.60,70650.59,23433.28,78.60,100.87,6.55,24.89,131.44,-7.42,93.79,189.84
78.70,147023.25,167600.08,293.44,273.79,336.67,52.40,333.90,24.38,612.46,703.99
78.90,139427.47,113149.94,296.06,133.62,129.69,106.11,75.26,-42.40,430.53,412.45
79.40,72496.06,95214.73,183.40,158.51,100.87,6.55,97.52,54.06,467.82,494.94
79.60,112243.05,59227.72,201.74,125.76,89.08,14.41,76.32,14.84,300.58,354.82
79.90,152886.38,20024.66,389.07,123.14,89.08,-9.17,55.12,-54.06,163.85,366.12
79.90,128327.30,109758.34,99.56,162.44,241.04,-39.30,188.68,-50.88,426.01,471.21
80.20,91061.88,21901.89,108.73,74.67,55.02,-7.86,0.00,2.12,73.45,246.34
80.30,146466.33,104806.55,260.69,216.15,262.00,24.89,201.40,-16.96,446.35,449.74
80.30,106241.59,103859.41,210.91,157.20,262.00,62.88,220.48,51.94,378.55,491.55
80.30,94935.75,19550.44,-9.17,0.00,-2.62,-5.24,120.84,81.62,83.62,140.12
80.40,134174.95,99655.63,94.32,150.65,237.11,15.72,53.00,-59.36,411.32,450.87
80.50,136889.48,145510.86,351.08,136.24,201.74,-5.24,113.42,31.80,541.27,635.06
80.50,109788.77,92838.38,196.50,303.92,265.93,60.26,127.20,-3.18,305.10,354.82
80.60,88252.71,19741.70,153.27,125.76,110.04,-19.65,-77.38,-40.28,203.40,261.03
80.70,136760.27,105041.04,193.88,161.13,146.72,-3.93,41.34,-39.22,372.90,474.60
81.10,147020.52,107718.67,142.79,183.40,100.87,2.62,99.64,-27.56,448.61,585.34
81.10,125559.98,42767.57,288.20,246.28,188.64,-24.89,37.10,22.26,314.14,416.97
81.20,152866.36,137716.36,205.67,241.04,277.72,96.94,360.40,22.26,632.80,541.27
81.70,151286.59,116656.80,396.93,212.22,111.35,18.34,90.10,6.36,419.23,454.26
81.70,129061.66,153987.88,328.81,174.23,216.15,73.36,116.60,60.42,627.15,639.58
81.90,88127.13,20103.26,415.27,179.47,78.60,15.72,84.80,-24.38,114.13,248.60
81.90,164730.03,143987.33,334.05,192.57,424.44,96.94,197.16,71.02,550.31,458.78
82.00,153885.55,148912.94,175.54,40.61,138.86,-40.61,66.78,38.16,522.06,653.14
82.10,148297.25,145533.14,180.78,237.11,248.90,64.19,174.90,10.60,607.94,440.70
82.20,150972.64,106682.47,128.38,142.79,231.87,51.09,60.42,48.76,466.69,394.37
82.30,160301.97,160439.63,282.96,178.16,252.83,19.65,267.12,15.90,593.25,614.72
83.00,160185.48,119271.56,305.23,256.76,239.73,-7.86,102.82,-30.74,457.65,594.38
83.20,70730.66,16933.06,111.35,95.63,31.44,27.51,49.82,80.56,71.19,288.15
83.20,71586.97,18791.95,116.59,35.37,82.53,5.24,-28.62,-13.78,55.37,110.74
83.30,55531.84,24952.88,145.41,-52.40,64.19,-31.44,47.70,-20.14,146.90,117.52
83.40,136529.13,123753.08,259.38,162.44,231.87,52.40,91.16,51.94,598.90,531.10
83.40,132236.66,103115.34,226.63,107.42,186.02,35.37,61.48,-75.26,483.64,395.50
83.50,143716.30,90003.55,273.79,68.12,178.16,30.13,16.96,33.92,396.63,464.43
83.60,77649.39,29674.12,124.45,69.43,55.02,-10.48,187.62,-84.80,97.18,198.88
83.80,144923.88,152787.91,307.85,163.75,381.21,37.99,239.56,15.90,661.05,657.66
84.10,153217.61,123897.17,260.69,259.38,260.69,116.59,243.80,56.18,471.21,501.72
84.20,80907.20,20677.04,175.54,-140.17,65.50,-26.20,-30.74,78.44,161.59,237.30
84.40,127910.52,98625.97,227.94,220.08,344.53,6.55,146.28,-37.10,420.36,526.58
84.50,61258.47,13447.15,187.33,56.33,-28.82,1.31,-29.68,10.60,35.03,154.81
84.50,67816.84,15036.18,102.18,-6.55,-27.51,-57.64,9.54,-34.98,115.26,82.49
84.60,78037.05,16217.80,119.21,20.96,61.57,47.16,91.16,51.94,63.28,195.49
84.90,139901.58,131196.50,319.64,335.36,196.50,62.88,279.84,-43.46,474.60,623.76
84.90,154497.98,166104.06,319.64,378.59,302.61,48.47,220.48,-23.32,707.38,668.96
85.00,63092.12,13337.11,161.13,68.12,-7.86,31.44,7.42,10.60,1.13,177.41
85.00,125883.95,109378.45,94.32,136.24,138.86,-57.64,202.46,-47.70,429.40,473.47
85.30,68614.00,15710.83,132.31,9.17,15.72,-15.72,-2.12,84.80,144.64,105.09
85.40,64426.18,21491.86,112.66,45.85,-10.48,37.99,-14.84,19.08,127.69,103.96
85.50,34914.88,18389.78,100.87,57.64,86.46,17.03,40.28,7.42,49.72,40.68
85.60,73388.77,17479.33,272.48,28.82,138.86,58.95,57.24,43.46,88.14,209.05
85.80,151061.83,148780.63,260.69,146.72,206.98,47.16,217.30,79.50,505.11,465.56
86.20,128567.53,105137.98,116.59,116.59,370.73,24.89,113.42,-24.38,364.99,452.00
86.30,175952.14,225993.33,1365.02,1478.99,2005.61,336.67,255.46,79.50,1519.85,2716.52
86.60,79638.65,16418.23,110.04,95.63,182.09,0.00,100.70,89.04,93.79,119.78
86.60,87135.23,20810.66,197.81,35.37,-22.27,-5.24,5.30,-15.90,55.37,188.71
86.60,123656.27,68578.50,263.31,293.44,370.73,45.85,-46.64,23.32,355.95,334.48
87.00,116722.98,47846.44,279.03,209.60,282.96,39.30,29.68,61.48,316.40,371.77
87.00,139304.63,67427.01,149.34,248.90,146.72,58.95,34.98,-30.74,341.26,392.11
87.10,74658.22,16921.27,123.14,192.57,27.51,-35.37,-53.00,91.16,118.65,79.10
87.30,141717.03,106278.98,205.67,259.38,68.12,95.63,136.74,-1.06,428.27,515.28
87.50,80984.54,21571.77,184.71,32.75,81.22,-10.48,-8.48,-64.66,162.72,143.51
87.50,136245.20,111022.49,189.95,182.09,330.12,55.02,110.24,-23.32,420.36,420.36
87.90,149169.03,157422.69,260.69,83.84,191.26,55.02,91.16,-46.64,578.56,600.03
88.20,90237.42,20429.45,259.38,34.06,208.29,-24.89,18.02,-2.12,119.78,232.78
88.30,160624.11,149473.61,171.61,189.95,171.61,-43.23,87.98,40.28,630.54,553.70
88.40,119978.05,68358.41,255.45,299.99,355.01,17.03,125.08,-16.96,273.46,457.65
88.50,164836.50,125344.73,302.61,251.52,241.04,43.23,207.76,6.36,559.35,602.29
88.50,118845.09,109171.47,250.21,183.40,217.46,-5.24,94.34,-6.36,442.96,485.90
88.60,154239.55,128355.10,262.00,77.29,306.54,49.78,97.52,78.44,441.83,554.83
88.80,99474.84,48335.07,234.49,226.63,133.62,-2.62,101.76,44.52,228.26,324.31
88.80,135324.28,115777.80,224.01,142.79,161.13,17.03,77.38,40.28,438.44,456.52
88.80,127361.78,95273.68,125.76,212.22,237.11,39.30,127.20,-51.94,383.07,393.24
89.10,71141.07,16406.44,176.85,53.71,15.72,-26.20,36.04,38.16,48.59,149.16
89.10,163632.56,186302.95,301.30,242.35,462.43,95.63,330.72,50.88,742.41,734.50
89.20,115735.63,55479.81,189.95,113.97,188.64,40.61,191.86,15.90,197.75,368.38
89.20,162680.70,164626.38,273.79,302.61,179.47,26.20,30.74,-23.32,664.44,707.38
89.30,164104.86,131179.47,121.83,166.37,534.48,91.70,349.80,-23.32,544.66,602.29
89.40,99475.74,36343.33,106.11,112.66,72.05,-39.30,-21.20,-15.90,154.81,247.47
89.60,71644.30,14996.88,102.18,44.54,18.34,-83.84,-5.30,-11.66,90.40,108.48
89.70,116912.25,51703.08,244.97,163.75,65.50,11.79,79.50,-18.02,247.47,359.34
89.80,105307.93,107827.41,243.66,138.86,288.20,9.17,166.42,-7.42,401.15,412.45
90.30,125269.70,42857.96,309.16,347.15,108.73,27.51,-7.42,7.42,333.35,327.70
90.40,71667.05,16301.64,116.59,-36.68,-23.58,-58.95,27.56,-4.24,81.36,116.39
90.50,181596.88,159462.36,243.66,252.83,438.85,44.54,236.38,34.98,709.64,666.70
90.50,150069.02,121362.33,256.76,205.67,314.40,-2.62,117.66,139.92,502.85,527.71
90.70,141758.89,123419.02,241.04,195.19,334.05,28.82,110.24,24.38,444.09,532.23
90.70,96997.81,26988.62,322.26,142.79,123.14,-20.96,26.50,6.36,188.71,379.68
90.70,168206.22,128120.62,186.02,168.99,260.69,73.36,234.26,58.30,488.16,518.67
90.80,119029.82,82236.55,178.16,34.06,10.48,-2.62,68.90,-22.26,325.44,488.16
91.10,149786.00,135303.34,229.25,260.69,153.27,1.31,37.10,3.18,601.16,603.42
91.30,168135.25,135316.44,403.48,96.94,221.39,-13.10,139.92,49.82,523.19,585.34
91.30,129767.82,93237.94,255.45,167.68,134.93,-39.30,334.96,55.12,379.68,333.35
91.60,81359.46,29364.96,113.97,-26.20,-13.10,-32.75,58.30,62.54,167.24,239.56
91.90,68150.81,22664.31,196.50,205.67,125.76,7.86,-19.08,69.96,122.04,174.02
91.90,173955.61,145315.67,285.58,200.43,178.16,26.20,304.22,-20.14,653.14,612.46
92.40,60843.51,15207.79,81.22,60.26,166.37,-45.85,-10.60,-10.60,126.56,192.10
92.50,91090.09,28800.35,186.02,13.10,-35.37,24.89,113.42,23.32,162.72,152.55
92.60,115812.98,132862.81,272.48,241.04,179.47,6.55,227.90,1.06,465.56,466.69
92.70,120337.49,46713.29,217.46,289.51,150.65,28.82,77.38,27.56,238.43,401.15
92.80,90416.70,25427.10,119.21,94.32,108.73,-13.10,-26.50,-41.34,160.46,236.17
92.90,131276.61,86695.80,208.29,204.36,90.39,-2.62,61.48,20.14,364.99,324.31
93.30,118779.57,77348.95,134.93,243.66,193.88,0.00,146.28,39.22,372.90,277.98
93.30,113097.53,21043.84,125.76,184.71,217.46,-17.03,140.98,18.02,88.14,159.33
93.40,149863.36,154079.58,360.25,244.97,334.05,13.10,266.06,-28.62,688.17,494.94
93.60,87313.59,21411.95,210.91,82.53,13.10,31.44,27.56,37.10,117.52,201.14
93.60,176945.86,56031.32,480.77,306.54,256.76,1.31,127.20,-15.90,239.56,528.84
93.60,52279.50,9366.50,90.39,-96.94,-57.64,35.37,21.20,-67.84,64.41,107.35
93.60,143176.67,120404.71,206.98,203.05,124.45,-32.75,115.54,-20.14,407.93,490.42
93.90,128896.95,116781.26,214.84,163.75,180.78,93.01,152.64,77.38,439.57,510.76
94.30,125138.66,61200.58,157.20,252.83,189.95,64.19,151.58,-12.72,323.18,431.66
94.40,109650.45,37515.78,136.24,60.26,180.78,-30.13,71.02,27.56,277.98,324.31
94.50,137950.55,106276.37,149.34,163.75,403.48,-27.51,78.44,23.32,359.34,437.31
94.60,89473.93,27553.23,195.19,77.29,180.78,-57.64,53.00,-47.70,84.75,223.74
94.60,89470.29,22670.86,141.48,102.18,96.94,36.68,69.96,8.48,76.84,213.57
94.70,123340.49,95953.56,159.82,68.12,208.29,3.93,151.58,-68.90,375.16,415.84
94.70,66557.40,16613.42,170.30,82.53,70.74,10.48,30.74,-42.40,20.34,203.40
94.80,144727.31,150199.36,307.85,281.65,273.79,-17.03,303.16,-79.50,673.48,632.80
95.00,146806.67,64800.46,195.19,144.10,124.45,27.51,82.68,-33.92,227.13,292.67
95.00,138110.70,129255.08,168.99,70.74,428.37,10.48,93.28,53.00,545.79,513.02
95.30,85945.86,15740.96,102.18,102.18,24.89,-6.55,48.76,-90.10,61.02,134.47
95.40,136494.55,132265.45,163.75,268.55,64.19,112.66,206.70,-2.12,527.71,533.36
95.50,146226.08,101411.02,183.40,82.53,171.61,26.20,107.06,15.90,416.97,383.07
95.80,167700.27,147494.20,366.80,311.78,365.49,-23.58,255.46,112.36,631.67,624.89
95.90,125772.92,124404.15,231.87,96.94,154.58,90.39,87.98,-18.02,517.54,513.02
96.00,79063.53,19917.24,111.35,124.45,31.44,1.31,13.78,-83.74,135.60,253.12
96.20,133517.94,57034.78,216.15,174.23,328.81,123.14,32.86,122.96,271.20,397.76
96.30,80473.13,24418.40,110.04,221.39,39.30,-6.55,45.58,103.88,119.78,166.11
96.40,135952.19,131204.36,326.19,214.84,327.50,95.63,121.90,2.12,544.66,630.54
96.90,109553.99,69786.32,140.17,94.32,103.49,34.06,161.12,-21.20,327.70,350.30
97.00,121002.70,112836.84,155.89,197.81,311.78,53.71,191.86,-47.70,424.88,361.60
97.10,170819.75,190553.91,320.95,302.61,387.76,264.62,280.90,-18.02,787.61,672.35
