"Time-","FSC-A-","SSC-A-","FITC-A-CD25","PE-A-CD127","PerCP-Cy5-5-A-CD4","PE-Cy7-A-","APC-A-","APC-Cy7-A-","Pacific Blue-A-","AmCyan-A-"
59.70,111433.14,140933.77,249.48,343.20,340.56,59.40,173.34,-11.77,483.64,484.77
59.80,173176.64,226451.28,450.12,299.64,5.28,-18.48,217.21,159.43,737.89,865.58
60.00,100052.68,122419.45,547.80,8958.84,2411.64,92.40,79.18,28.89,541.27,648.62
60.00,86182.46,32853.48,1393.92,12070.08,14386.68,827.64,1118.15,386.27,125.43,322.05
60.50,62981.10,18081.36,299.64,4449.72,1256.64,97.68,92.02,39.59,15.82,178.54
60.60,128151.66,128586.48,221.76,463.32,274.56,126.72,141.24,55.64,389.85,468.95
61.00,118947.92,139116.13,264.00,505.56,448.80,114.84,191.53,79.18,474.60,497.20
61.40,167964.17,152648.77,298.32,324.72,410.52,67.32,141.24,-81.32,490.42,654.27
61.90,159564.86,254522.41,240.24,462.00,215.16,89.76,463.31,26.75,725.46,862.19
62.10,153168.47,238871.17,542.52,489.72,444.84,56.76,331.70,147.66,689.30,820.38
62.30,175112.22,251192.05,376.20,495.00,463.32,31.68,394.83,171.20,750.32,967.28
62.50,142089.22,171025.81,340.56,99.00,355.08,31.68,210.79,95.23,593.25,692.69
63.00,108680.39,120900.13,300.96,154.44,242.88,-29.04,280.34,21.40,465.56,482.51
63.10,152886.38,215879.41,311.52,146.52,520.08,40.92,306.02,31.03,628.28,659.92
63.10,83244.07,26743.20,258.72,2092.20,443.52,101.64,-1.07,-123.05,23.73,134.47
63.30,92789.98,32415.24,150.48,36.96,-14.52,-63.36,261.08,-54.57,85.88,200.01
64.00,129746.89,176814.00,326.04,1815.00,740.52,73.92,281.41,126.26,649.75,672.35
64.20,115931.27,73529.28,402.60,1037.52,1976.04,175.56,239.68,58.85,441.83,744.67
64.30,125671.00,104619.24,427.68,438.24,891.00,75.24,184.04,69.55,301.71,600.03
64.50,185820.19,249049.69,308.88,253.44,175.56,176.88,363.80,33.17,781.96,861.06
64.60,114336.05,180207.73,656.04,1268.52,1970.76,54.12,610.97,-12.84,807.95,997.79
65.60,149947.98,179733.84,361.68,740.52,304.92,14.52,488.99,114.49,553.70,694.95
65.60,167030.50,225896.89,418.44,260.04,818.40,51.48,350.96,-60.99,734.50,809.08
65.90,108635.80,93312.13,117.48,43.56,347.16,-19.80,73.83,176.55,264.42,398.89
66.90,67667.60,17954.64,597.96,6369.00,12021.24,700.92,964.07,161.57,73.45,201.14
67.30,149646.78,229287.97,607.20,264.00,488.40,67.32,483.64,108.07,662.18,842.98
67.50,111642.45,159631.56,256.08,195.36,143.88,38.28,164.78,43.87,491.55,536.75
67.60,133362.33,75391.80,390.72,675.84,1021.68,40.92,161.57,24.61,334.48,545.79
68.10,152146.55,224554.45,366.96,469.92,339.24,-26.40,211.86,17.12,784.22,887.05
68.10,116286.17,65167.08,381.48,1103.52,1519.32,17.16,261.08,-9.63,350.30,558.22
68.10,121457.70,151430.41,452.76,270.60,326.04,7.92,192.60,134.82,444.09,587.60
68.40,177388.13,189482.05,427.68,856.68,707.52,99.00,399.11,47.08,655.40,794.39
69.10,117777.66,84927.48,356.40,950.40,1830.84,39.60,197.95,73.83,375.16,588.73
69.50,87358.18,26777.52,178.20,-52.80,-95.04,132.00,33.17,-14.98,160.46,141.25
69.70,137480.98,174302.05,279.84,133.32,310.20,17.16,230.05,59.92,698.34,725.46
70.00,107838.64,147102.13,370.92,310.20,518.76,43.56,156.22,-22.47,435.05,588.73
70.30,120750.63,149979.72,279.84,146.52,62.04,11.88,509.32,-7.49,409.06,537.88
70.80,76167.91,21121.32,1074.48,6440.28,11060.28,780.12,835.67,189.39,98.31,228.26
71.00,123773.66,165258.73,229.68,241.56,257.40,43.56,220.42,17.12,534.49,729.98
71.20,140502.19,180405.73,419.76,619.08,570.24,35.64,354.17,63.13,563.87,558.22
71.40,144358.77,196412.05,512.16,1458.60,740.52,44.88,543.56,62.06,567.26,667.83
71.50,144890.20,175313.17,372.24,19.80,343.20,-77.88,380.92,2.14,570.65,636.19
72.00,162010.94,221631.97,393.36,261.36,427.68,92.40,262.15,72.76,739.02,722.07
72.20,105799.34,58469.40,403.92,200.64,1454.64,114.84,134.82,111.28,349.17,526.58
72.40,123895.59,77569.80,345.84,1042.80,1403.16,143.88,263.22,54.57,336.74,389.85
72.80,138578.44,166240.81,348.48,172.92,477.84,54.12,478.29,26.75,593.25,568.39
73.10,133254.94,168735.61,454.08,1025.64,562.32,104.28,190.46,83.46,678.00,802.30
73.20,154267.75,170887.20,289.08,558.36,634.92,68.64,169.06,90.95,559.35,632.80
73.30,87566.57,117596.16,162.36,406.56,21.12,22.44,121.98,49.22,395.50,540.14
74.20,78483.86,25260.84,724.68,5645.64,10042.56,543.84,870.98,154.08,127.69,227.13
74.70,92254.89,33707.52,258.72,3412.20,1135.20,212.52,107.00,55.64,106.22,299.45
74.80,150672.34,168982.45,363.00,945.12,578.16,-3.96,281.41,130.54,476.86,701.73
75.20,129423.84,171435.00,278.52,633.60,446.16,35.64,224.70,126.26,507.37,447.48
75.60,60505.90,15721.20,3057.12,1269.84,8197.20,469.92,875.26,138.03,81.36,291.54
75.70,139370.14,171567.00,316.80,17.16,322.08,-21.12,283.55,70.62,472.34,673.48
75.70,82567.03,24582.36,319.44,10593.00,2790.48,293.04,210.79,29.96,154.81,264.42
75.90,92196.66,28492.20,211.20,414.48,223.08,-29.04,218.28,-14.98,145.77,245.21
75.90,78667.68,23147.52,106.92,-134.64,114.84,-42.24,77.04,7.49,114.13,222.61
76.00,61556.95,20335.92,526.68,6456.12,1507.44,113.52,57.78,-40.66,152.55,238.43
76.20,125242.39,57185.04,481.80,179.52,1052.04,58.08,34.24,16.05,433.92,722.07
76.30,115670.10,43560.00,237.60,714.12,1330.56,-48.84,96.30,13.91,271.20,468.95
76.50,121557.80,64615.32,378.84,2104.08,2117.28,130.68,108.07,11.77,352.56,622.63
76.70,78081.64,27832.20,146.52,-81.84,-104.28,-3.96,72.76,-26.75,94.92,298.32
76.90,103436.98,77730.84,244.20,343.20,249.48,68.64,266.43,165.85,333.35,444.09
76.90,136839.44,154381.92,281.16,370.92,271.92,-44.88,445.12,84.53,500.59,700.60
77.40,112981.05,61453.92,343.20,300.96,1011.12,50.16,71.69,51.36,239.56,400.02
77.70,174128.50,172105.56,458.04,203.28,-5.28,21.12,177.62,109.14,578.56,776.31
78.70,127578.37,133741.08,163.68,662.64,244.20,-19.80,120.91,53.50,453.13,589.86
78.80,59185.49,18780.96,199.32,1215.72,399.96,10.56,64.20,-44.94,124.30,94.92
78.80,115594.57,67019.04,248.16,656.04,1228.92,161.04,393.76,-57.78,342.39,414.71
79.00,138646.69,205436.89,283.80,168.96,328.68,101.64,376.64,-44.94,671.22,798.91
79.10,109452.98,66813.13,331.32,2205.72,1507.44,125.40,313.51,119.84,352.56,607.94
79.80,53150.37,12879.24,827.64,2084.28,7925.28,603.24,689.08,101.65,35.03,215.83
81.20,144090.31,201818.77,410.52,250.80,109.56,104.28,195.81,53.50,646.36,627.15
81.30,90289.29,26546.52,315.48,-48.84,73.92,-31.68,138.03,-63.13,149.16,209.05
81.40,148145.28,167366.77,274.56,316.80,452.76,69.96,111.28,-13.91,597.77,585.34
81.40,106388.10,33035.64,286.44,3561.36,696.96,3.96,102.72,62.06,145.77,179.67
81.50,155100.41,175392.36,170.28,209.88,93.72,25.08,273.92,133.75,517.54,619.24
82.10,80580.50,29224.80,240.24,-22.44,-182.16,1.32,126.26,-75.97,114.13,204.53
82.10,148006.05,184306.33,345.84,228.36,-14.52,54.12,365.94,26.75,616.98,611.33
82.70,121264.78,149072.89,337.92,298.32,245.52,-27.72,194.74,-1.07,457.65,536.75
82.70,70967.27,19793.40,462.00,6066.72,13778.16,644.16,795.01,264.29,107.35,136.73
83.70,117197.99,58193.52,196.68,597.96,2605.68,116.16,240.75,0.00,346.91,497.20
83.80,89718.72,21234.84,190.08,30.36,-376.20,-51.48,-42.80,-35.31,94.92,65.54
83.90,67311.79,21815.64,285.12,3029.40,722.04,-30.36,11.77,-36.38,77.97,186.45
84.30,69259.20,16078.92,612.48,1312.08,7164.96,406.56,515.74,57.78,98.31,203.40
84.50,113985.70,102940.20,303.60,150.48,135.96,73.92,81.32,39.59,351.43,357.08
84.70,251071.73,56695.32,863.28,1034.88,2245.32,83.16,399.11,28.89,349.17,1002.31
85.10,139317.36,166375.45,376.20,2114.64,689.04,186.12,326.35,0.00,540.14,671.22
85.60,86688.42,21789.24,257.40,4045.80,656.04,-52.80,64.20,-95.23,99.44,176.28
85.70,167885.00,262143.00,629.64,504.24,772.20,62.04,741.51,136.96,840.72,1118.70
86.50,75446.28,19088.52,262.68,1334.52,7069.92,462.00,644.14,273.92,62.15,149.16
86.60,147749.42,192867.84,200.64,274.56,357.72,21.12,418.37,95.23,595.51,827.16
86.90,63939.33,17253.72,488.40,1181.40,8226.24,452.76,670.89,92.02,45.20,120.91
87.30,84098.56,21983.28,867.24,6812.52,11016.72,811.80,372.36,197.95,77.97,279.11
87.30,164579.88,202633.20,328.68,265.32,475.20,85.80,323.14,124.12,587.60,838.46
87.60,139867.00,172607.17,331.32,1389.96,464.64,27.72,615.25,51.36,551.44,724.33
87.90,83910.20,19038.36,429.00,4531.56,11903.76,835.56,969.42,118.77,76.84,151.42
88.30,168464.67,211306.92,397.32,245.52,389.40,34.32,299.60,139.10,698.34,906.26
88.50,126905.88,127163.52,397.32,166.32,414.48,104.28,329.56,50.29,466.69,444.09
88.80,158415.53,210903.02,349.80,356.40,572.88,6.60,346.68,-29.96,731.11,800.04
89.20,150123.61,126590.65,440.88,68.64,409.20,56.76,360.59,16.05,444.09,534.49
89.30,79391.13,18568.44,184.80,5769.72,1091.64,-3.96,83.46,4.28,88.14,154.81
89.40,132672.55,134612.28,364.32,157.08,62.04,47.52,334.91,-36.38,437.31,614.72
89.60,118464.71,140812.33,225.72,465.96,411.84,174.24,354.17,-2.14,559.35,674.61
89.70,93376.92,24504.48,344.52,4276.80,9864.36,607.20,836.74,177.62,85.88,176.28
89.80,135106.80,65267.40,228.36,463.32,1462.56,3.96,218.28,77.04,340.13,689.30
90.30,143523.39,190083.97,348.48,612.48,332.64,-27.72,279.27,9.63,661.05,652.01
90.30,134033.91,170856.84,236.28,352.44,257.40,56.76,263.22,-21.40,594.38,575.17
90.40,67175.29,19096.44,274.56,3660.36,9847.20,687.72,755.42,74.90,116.39,113.00
90.70,109664.10,131648.89,377.52,208.56,104.28,-10.56,264.29,116.63,363.86,498.33
90.90,133854.64,187896.73,339.24,351.12,406.56,31.68,380.92,6.42,609.07,727.72
91.00,132946.45,52182.24,381.48,1025.64,149.16,-10.56,124.12,47.08,247.47,118.65
91.30,92727.18,30447.12,200.64,13.20,40.92,99.00,53.50,24.61,216.96,235.04
91.60,141366.69,171580.20,311.52,33.00,99.00,0.00,108.07,40.66,561.61,698.34
91.60,32800.95,7590.00,168.96,506.88,18.48,-64.68,-78.11,70.62,-15.82,101.70
91.80,73324.16,22672.32,2502.72,18250.32,13607.88,869.88,763.98,181.90,92.66,187.58
91.90,160531.28,185738.53,423.72,29.04,219.12,52.80,303.88,133.75,577.43,715.29
92.00,135098.61,157604.05,345.84,273.24,-60.72,7.92,220.42,-18.19,393.24,466.69
92.10,111468.63,131864.05,278.52,340.56,141.24,79.20,125.19,154.08,410.19,554.83
92.50,143942.89,127298.16,369.60,207.24,59.40,51.48,182.97,-35.31,483.64,497.20
92.70,103070.24,74953.56,304.92,506.88,1008.48,55.44,233.26,-9.63,284.76,400.02
93.30,83272.28,32526.12,256.08,2354.88,434.28,114.84,84.53,7.49,168.37,210.18
93.50,123527.95,151396.09,129.36,273.24,129.36,29.04,175.48,57.78,465.56,507.37
94.60,115976.77,78220.56,485.76,839.52,630.96,-1.32,491.13,4.28,389.85,515.28
94.90,145417.09,186927.84,388.08,426.36,36.96,121.44,284.62,19.26,611.33,580.82
95.20,138414.64,122410.20,328.68,1502.16,596.64,91.08,186.18,-35.31,483.64,603.42
95.40,60145.54,18546.00,481.80,2880.24,9847.20,439.56,800.36,118.77,70.06,270.07
95.40,113092.07,30493.32,132.00,2232.12,4939.44,228.36,476.15,230.05,113.00,274.59
95.70,75289.77,22639.32,879.12,8840.04,14030.28,498.96,882.75,251.45,123.17,140.12
95.70,97274.45,102693.37,427.68,564.96,2321.88,172.92,172.27,103.79,439.57,670.09
96.00,82611.63,18015.36,174.24,134.64,-256.08,-36.96,68.48,-96.30,21.47,120.91
96.10,137548.33,143231.89,262.68,-27.72,159.72,176.88,374.50,-1.07,362.73,621.50
96.20,123881.03,64718.28,476.52,537.24,1044.12,105.60,252.52,2.14,503.98,983.10
96.50,106060.50,77241.13,353.76,630.96,414.48,6.60,121.98,37.45,271.20,397.76
96.60,115530.88,48590.52,275.88,469.92,1395.24,97.68,132.68,-19.26,167.24,374.03
96.60,127927.80,118512.24,331.32,287.76,409.20,-31.68,436.56,-27.82,290.41,414.71
96.70,142482.34,191695.69,392.04,3919.08,1268.52,29.04,157.29,69.55,659.92,683.65
96.80,129651.34,143568.48,389.40,270.60,537.24,56.76,90.95,35.31,454.26,681.39
96.90,141195.61,222365.89,351.12,389.40,194.04,69.96,228.98,96.30,717.55,713.03
96.90,122239.39,83747.41,341.88,2960.76,2011.68,120.12,409.81,-22.47,310.75,518.67
97.10,150729.67,254053.81,374.88,299.64,487.08,-39.60,529.65,29.96,833.94,806.82
97.50,151188.31,202722.97,377.52,217.80,368.28,39.60,481.50,-56.71,635.06,714.16
97.80,58328.27,18806.04,995.28,3380.52,10956.00,584.76,571.38,256.80,64.41,201.14
97.80,68771.43,19790.76,3350.16,1048.08,7811.76,333.96,433.35,59.92,79.10,275.72
98.10,129003.42,111375.01,203.28,155.76,100.32,83.16,178.69,48.15,401.15,493.81
98.20,138217.17,137335.45,303.60,1735.80,703.56,54.12,205.44,-34.24,508.50,590.99
98.60,133011.06,147180.00,299.64,1112.76,594.00,219.12,167.99,128.40,487.03,765.01
99.10,118539.34,74613.00,419.76,863.28,1733.16,155.76,237.54,-29.96,316.40,520.93
99.80,86270.73,32192.16,245.52,-198.00,-77.88,0.00,-1.07,42.80,163.85,177.41
99.90,113010.17,78595.45,289.08,669.24,1689.60,52.80,73.83,40.66,331.09,380.81
100.10,134763.72,164122.20,248.16,225.72,376.20,67.32,612.04,67.41,524.32,542.40
100.60,57737.68,17764.56,667.92,5240.40,11825.88,657.36,946.95,7.49,122.04,270.07
100.60,140206.44,202583.05,405.24,600.60,240.24,29.04,518.95,18.19,715.29,767.27
100.70,111153.77,123871.45,352.44,2175.36,897.60,-15.84,227.91,69.55,441.83,406.80
101.40,157652.95,230367.73,476.52,180.84,827.64,5.28,376.64,50.29,718.68,890.44
101.60,126528.23,159681.72,234.96,822.36,331.32,112.20,133.75,9.63,522.06,523.19
101.70,78576.68,25239.72,274.56,87.12,264.00,-14.52,-65.27,-34.24,125.43,157.07
101.70,136048.64,132361.69,304.92,242.88,599.28,84.48,315.65,33.17,586.47,601.16
102.10,137889.58,195312.48,431.64,528.00,608.52,134.64,303.88,81.32,728.85,664.44
103.00,143994.77,206368.81,330.00,267.96,254.76,18.48,273.92,54.57,666.70,563.87
103.40,78117.13,26071.32,378.84,7604.52,11291.28,574.20,899.87,63.13,117.52,158.20
103.60,141377.61,168748.81,356.40,-39.60,574.20,50.16,329.56,67.41,566.13,640.71
103.60,140764.27,170958.48,389.40,187.44,138.60,1.32,408.74,141.24,436.18,593.25
103.90,146616.47,56159.40,469.92,3087.48,1636.80,76.56,172.27,-74.90,229.39,346.91
104.00,143066.56,217525.45,398.64,417.12,476.52,209.88,405.53,60.99,657.66,839.59
104.30,81916.38,22413.60,223.08,-113.52,58.08,44.88,3.21,101.65,68.93,202.27
104.60,145756.53,143956.56,333.96,87.12,59.40,62.04,189.39,12.84,464.43,546.92
104.70,133432.39,141463.08,212.52,5.28,323.40,-27.72,233.26,44.94,522.06,523.19
105.00,141923.61,155301.97,423.72,166.32,333.96,34.32,315.65,3.21,523.19,615.85
105.10,149814.22,174779.89,323.40,101.64,253.44,50.16,184.04,97.37,580.82,720.94
105.20,127441.87,141973.92,290.40,409.20,231.00,30.36,132.68,42.80,431.66,433.92
105.30,159078.92,203632.45,493.68,262.68,106.92,47.52,393.76,73.83,688.17,746.93
105.40,158696.72,197351.89,300.96,39.60,368.28,167.64,199.02,150.87,509.63,587.60
105.60,166466.31,249359.89,545.16,50.16,469.92,55.44,510.39,14.98,904.00,1009.09
105.90,59023.51,14719.32,661.32,616.44,9496.08,616.44,708.34,141.24,29.38,162.72
105.90,170617.72,174896.05,505.56,319.44,352.44,18.48,426.93,54.57,565.00,727.72
106.10,91133.77,23880.12,1288.32,4713.72,10165.32,285.12,789.66,172.27,79.10,303.97
106.30,108603.05,76078.20,438.24,381.48,475.20,34.32,158.36,148.73,437.31,607.94
106.40,144199.52,171728.05,414.48,345.84,487.08,29.04,426.93,62.06,557.09,586.47
106.50,126474.53,160467.13,314.16,3517.80,1176.12,93.72,431.21,-53.50,419.23,464.43
106.60,118216.28,90068.88,434.28,617.76,666.60,149.16,317.79,60.99,336.74,510.76
106.70,161965.44,224863.33,475.20,524.04,406.56,63.36,434.42,60.99,666.70,844.11
107.00,141939.98,175363.33,274.56,176.88,319.44,178.20,355.24,111.28,545.79,632.80
107.10,135458.05,86159.05,366.96,1265.88,2014.32,36.96,315.65,162.64,345.78,545.79
107.10,153839.14,182550.73,330.00,534.60,-9.24,-44.88,128.40,114.49,572.91,737.89
108.10,162283.94,70957.92,588.72,848.76,1665.84,142.56,410.88,43.87,334.48,670.09
108.20,138841.44,160812.97,314.16,359.04,100.32,36.96,218.28,133.75,577.43,697.21
108.70,132804.50,166630.20,137.28,2294.16,530.64,-10.56,120.91,-9.63,536.75,713.03
108.80,136428.11,99297.01,374.88,1894.20,991.32,79.20,192.60,54.57,362.73,502.85
108.90,66105.13,19307.64,91.08,1593.24,10068.96,99.00,790.73,201.16,33.90,186.45
109.20,158155.28,153443.41,376.20,728.64,439.56,3.96,414.09,13.91,446.35,604.55
109.20,99239.14,39966.96,348.48,52.80,1.32,-51.48,55.64,48.15,91.53,240.69
110.30,111437.70,28572.72,228.36,80.52,3157.44,242.88,245.03,58.85,92.66,249.73
110.80,130606.84,161352.84,274.56,178.20,233.64,89.76,390.55,4.28,575.17,606.81
110.90,92325.88,34131.24,132.00,987.36,172.92,-34.32,10.70,-87.74,75.71,176.28
111.20,72429.63,20341.20,46.20,163.68,-67.32,2.64,71.69,-57.78,87.01,25.99
111.60,134411.55,143726.89,118.80,1136.52,427.68,35.64,175.48,101.65,522.06,449.74
111.70,157857.70,202985.64,331.32,336.60,508.20,47.52,151.94,68.48,717.55,777.44
111.90,154761.89,205900.20,454.08,900.24,761.64,31.68,497.55,20.33,726.59,728.85
112.10,135580.91,195229.33,472.56,867.24,318.12,143.88,303.88,98.44,667.83,731.11
112.30,129351.05,47414.40,356.40,698.28,3401.64,172.92,396.97,90.95,207.92,274.59
112.60,113300.46,142561.33,80.52,130.68,295.68,-33.00,130.54,77.04,446.35,458.78
112.90,132983.77,159792.61,353.76,117.48,427.68,2.64,262.15,109.14,534.49,577.43
113.30,113263.16,88028.16,299.64,425.04,1653.96,33.00,295.32,39.59,472.34,636.19
113.30,148911.50,213306.73,583.44,386.76,595.32,43.56,322.07,75.97,728.85,807.95
113.40,92430.52,145487.77,257.40,729.96,479.16,52.80,206.51,-16.05,476.86,534.49
113.70,114674.56,162877.45,464.64,458.04,323.40,58.08,402.32,116.63,562.74,648.62
113.90,145801.11,166813.69,312.84,389.40,113.52,46.20,289.97,19.26,470.08,568.39
114.20,126709.31,157602.72,188.76,79.20,348.48,116.16,190.46,-37.45,579.69,648.62
114.30,136876.75,124370.41,299.64,2653.20,1011.12,33.00,118.77,37.45,517.54,414.71
114.50,132555.16,171512.89,254.76,163.68,509.52,50.16,332.77,82.39,626.02,528.84
114.60,133174.86,164073.36,344.52,415.80,291.72,33.00,436.56,133.75,605.68,694.95
114.60,105388.92,84156.60,213.84,1795.20,1353.00,-22.44,228.98,120.91,412.45,483.64
114.70,115038.56,143703.13,120.12,137.28,212.52,-5.28,113.42,54.57,404.54,516.41
114.70,159934.33,172857.97,348.48,264.00,244.20,68.64,419.44,115.56,577.43,632.80
115.30,142513.28,167538.36,385.44,242.88,176.88,96.36,371.29,-55.64,632.80,868.97
115.40,127622.05,50545.44,236.28,414.48,1254.00,35.64,184.04,-47.08,257.64,254.25
115.60,66639.30,15463.80,273.24,92.40,332.64,47.52,115.56,48.15,108.48,51.98
116.00,144149.47,168767.28,340.56,290.40,253.44,71.28,414.09,127.33,631.67,585.34
117.10,59190.04,16110.60,316.80,1547.04,5594.16,365.64,368.08,161.57,7.91,129.95
117.60,93901.09,28101.48,217.80,392.04,165.00,3.96,-41.73,-75.97,105.09,202.27
117.60,112422.31,158378.89,237.60,587.40,122.76,11.88,165.85,-11.77,537.88,585.34
117.80,141383.97,175309.20,463.32,402.60,526.68,11.88,140.17,21.40,542.40,850.89
117.90,176600.06,161693.41,571.56,772.20,673.20,52.80,265.36,139.10,589.86,787.61
118.00,135562.70,152304.25,302.28,477.84,432.96,134.64,501.83,24.61,577.43,689.30
118.00,114690.03,52694.40,219.12,497.64,982.08,23.76,135.89,212.93,193.23,483.64
118.20,119074.41,81304.09,434.28,1110.12,1370.16,194.04,195.81,146.59,367.25,461.04
118.60,81687.06,24233.88,116.16,-161.04,15.84,-10.56,108.07,-24.61,123.17,72.32
119.10,113743.63,134294.17,274.56,129.36,17.16,96.36,221.49,39.59,420.36,437.31
119.10,125019.45,189031.92,359.04,438.24,414.48,22.44,385.20,93.09,593.25,683.65
119.20,117164.32,85017.24,349.80,6458.76,1986.60,261.36,107.00,123.05,361.60,568.39
119.40,92863.68,37217.40,180.84,199.32,-39.60,66.00,185.11,136.96,157.07,207.92
119.90,98468.38,114746.28,319.44,293.04,114.84,6.60,238.61,-21.40,389.85,468.95
120.00,92621.63,28192.56,303.60,3729.00,819.72,146.52,96.30,-34.24,83.62,250.86
120.00,135587.28,168491.41,355.08,308.88,422.40,60.72,207.58,66.34,566.13,552.57
120.00,134058.47,129477.48,249.48,231.00,695.64,50.16,415.16,-66.34,387.59,543.53
120.30,166671.06,218701.56,454.08,360.36,399.96,125.40,234.33,127.33,606.81,778.57
120.30,121758.91,181352.17,310.20,402.60,75.24,35.64,493.27,54.57,394.37,461.04
120.40,85890.35,24199.56,1853.28,6573.60,12555.84,686.40,820.69,160.50,143.51,299.45
120.40,87174.36,21617.64,315.48,5963.76,12877.92,822.36,950.16,248.24,120.91,128.82
120.60,148797.75,165081.84,446.16,175.56,333.96,-18.48,393.76,68.48,648.62,607.94
120.60,59028.97,12743.28,125.40,555.72,8458.56,554.40,998.31,117.70,57.63,159.33
120.70,153289.50,176831.17,314.16,706.20,99.00,124.08,276.06,77.04,577.43,589.86
120.80,101986.43,124390.20,237.60,-71.28,514.80,100.32,169.06,139.10,450.87,513.02
120.80,79389.31,20357.04,294.36,4609.44,943.80,55.44,29.96,-140.17,109.61,158.20
120.90,123441.50,146050.08,289.08,19.80,84.48,18.48,188.32,5.35,461.04,510.76
121.00,139931.61,192265.92,403.92,407.88,95.04,174.24,396.97,-27.82,543.53,714.16
121.00,120477.63,71897.77,232.32,250.80,495.00,84.48,165.85,111.28,255.38,360.47
121.10,159299.14,156515.05,372.24,318.12,153.12,134.64,178.69,50.29,433.92,653.14
121.30,63499.80,18854.88,312.84,4055.04,12067.44,691.68,679.45,64.20,111.87,106.22
121.50,135934.89,207284.89,534.60,266.64,-13.20,18.48,423.72,110.21,699.47,700.60
122.00,150445.75,166782.00,328.68,605.88,584.76,27.72,377.71,63.13,602.29,788.74
122.40,150502.17,218531.28,426.36,390.72,448.80,77.88,490.06,38.52,661.05,786.48
122.50,139006.14,156628.56,267.96,728.64,328.68,26.40,121.98,33.17,541.27,616.98
122.60,79573.13,27607.80,159.72,142.56,48.84,-5.28,51.36,-23.54,158.20,317.53
122.80,118979.77,164592.13,418.44,2077.68,963.60,-56.76,202.23,72.76,557.09,557.09
122.80,150486.70,194009.64,339.24,819.72,597.96,91.08,316.72,103.79,606.81,561.61
123.10,85624.63,28547.64,299.64,563.64,315.48,3.96,57.78,-34.24,148.03,180.80
123.20,122879.13,154502.05,190.08,73.92,249.48,-44.88,111.28,-36.38,440.70,525.45
123.20,79638.65,19697.04,249.48,300.96,249.48,-19.80,81.32,75.97,101.70,168.37
123.30,106871.31,29913.84,1442.76,8578.68,13482.48,823.68,1208.03,192.60,203.40,270.07
123.50,111544.16,72890.41,571.56,966.24,1626.24,135.96,124.12,99.51,488.16,888.18
123.90,91070.07,23419.44,205.92,1943.04,10355.40,790.68,922.34,123.05,105.09,159.33
124.20,106629.25,121228.80,221.76,188.76,29.04,33.00,232.19,-1.07,424.88,458.78
124.20,115512.67,156761.89,376.20,817.08,344.52,79.20,551.05,4.28,506.24,664.44
125.20,160733.30,219207.13,392.04,172.92,320.76,-31.68,424.79,131.61,841.85,867.84
125.20,96656.56,16555.44,299.64,4115.76,10487.40,599.28,547.84,75.97,38.42,144.64
