"Time-","FSC-A-","SSC-A-","FITC-A-IgG","PE-A-IgG2A","PerCP-Cy5-5-A-","PE-Cy7-A-","APC-A-","APC-Cy7-A-","Pacific Blue-A-","AmCyan-A-"
54.70,122148.40,166167.45,190.35,237.60,152.55,17.55,352.08,16.20,433.84,467.48
54.80,121236.68,138755.70,198.45,171.45,217.35,-4.05,25.92,76.68,476.76,501.12
54.90,106358.45,115098.30,184.95,190.35,89.10,12.15,330.48,-36.72,374.68,331.76
55.10,115759.92,138600.45,117.45,245.70,334.80,-1.35,492.48,-46.44,515.04,482.56
55.10,120591.77,151222.95,280.80,168.75,162.00,32.40,255.96,-7.56,451.24,502.28
55.20,108287.68,126166.95,176.85,44.55,356.40,78.30,271.08,56.16,375.84,401.36
55.30,124929.56,142456.05,248.40,83.70,282.15,47.25,322.92,8.64,484.88,378.16
55.30,155963.00,196688.25,314.55,392.85,440.10,72.90,440.64,42.12,785.32,841.00
55.30,114279.64,162202.50,291.60,260.55,135.00,75.60,291.60,16.20,459.36,606.68
55.30,158326.48,186773.86,163.35,211.95,373.95,43.20,108.00,112.32,502.28,675.12
55.30,138551.08,228271.50,1490.40,1557.90,1163.70,257.85,1018.44,336.96,1339.80,2301.44
55.30,127580.09,156170.70,272.70,252.45,441.45,59.40,216.00,52.92,428.04,509.24
55.30,120859.48,126740.70,390.15,206.55,483.30,41.85,228.96,-21.60,349.16,443.12
55.60,95125.24,97098.75,163.35,222.75,290.25,52.65,27.00,19.44,403.68,409.48
55.60,122946.96,137245.05,186.30,189.00,183.60,-45.90,262.44,-71.28,484.88,448.92
55.80,132119.36,125803.80,263.25,224.10,418.50,27.00,192.24,155.52,453.56,519.68
55.80,101910.24,122319.45,275.40,143.10,283.50,76.95,233.28,-102.60,388.60,415.28
55.80,101659.08,138784.05,220.05,233.55,48.60,74.25,158.76,-43.20,461.68,382.80
55.90,90398.28,79409.70,174.15,225.45,209.25,55.35,361.80,-39.96,277.24,328.28
55.90,108946.40,152176.05,207.90,238.95,187.65,-44.55,145.80,-123.12,472.12,618.28
56.00,111164.52,151814.25,251.10,218.70,255.15,-4.05,407.16,-4.32,406.00,493.00
56.00,124630.56,145237.05,211.95,224.10,83.70,20.25,224.64,-59.40,503.44,481.40
56.00,117208.92,161003.70,232.20,268.65,425.25,90.45,221.40,35.64,516.20,469.80
56.10,189039.77,249666.30,1929.15,1964.25,1941.30,214.65,871.56,372.60,1625.16,3376.76
56.10,123237.68,130678.65,272.70,317.25,283.50,12.15,110.16,4.32,368.88,632.20
56.10,104419.08,66953.25,287.55,257.85,118.80,17.55,129.60,97.20,248.24,433.84
56.40,141593.52,130601.70,206.55,278.10,76.95,47.25,90.72,18.36,401.36,393.24
56.70,110797.45,136837.36,184.95,135.00,229.50,14.85,158.76,70.20,364.24,432.68
56.70,123369.24,85514.40,282.15,325.35,274.05,-29.70,221.40,28.08,338.72,522.00
56.90,174947.20,262143.00,2176.20,2054.70,2446.20,140.40,1320.84,141.48,2255.04,3725.92
57.00,115941.16,134400.61,76.95,43.20,217.35,28.35,240.84,70.20,360.76,407.16
57.10,117611.88,80221.05,288.90,498.15,253.80,48.60,104.76,15.12,312.04,395.56
57.20,135027.48,136313.55,342.90,247.05,379.35,-24.30,187.92,6.48,335.24,432.68
57.40,115634.80,65070.00,261.90,136.35,201.15,22.95,162.00,-133.92,234.32,291.16
57.40,132954.72,155407.95,202.50,168.75,310.50,-9.45,100.44,20.52,338.72,548.68
57.70,41929.92,89592.75,236.25,206.55,182.25,-5.40,0.00,-21.60,371.20,329.44
57.70,136249.25,207426.16,341.55,170.10,388.80,14.85,231.12,51.84,611.32,559.12
57.70,117821.64,160022.25,256.50,170.10,247.05,-9.45,412.56,-1.08,441.96,522.00
57.80,98824.56,114470.55,217.35,121.50,529.20,121.50,228.96,4.32,380.48,404.84
57.80,122274.45,146124.00,260.55,279.45,234.90,40.50,320.76,22.68,382.80,444.28
57.90,159100.20,220544.11,1143.45,965.25,951.75,174.15,670.68,88.56,1191.32,1806.12
57.90,139125.16,168616.36,383.40,340.20,344.25,-20.25,407.16,-35.64,522.00,668.16
57.90,114109.45,112162.05,222.75,245.70,225.45,32.40,64.80,-86.40,397.88,403.68
57.90,68327.48,36445.95,243.00,297.00,207.90,37.80,37.80,-2.16,196.04,200.68
58.00,114431.45,149438.25,290.25,167.40,275.40,40.50,185.76,49.68,517.36,522.00
58.00,129040.13,159152.86,303.75,306.45,197.10,49.95,106.92,135.00,539.40,444.28
58.00,120720.56,92896.20,255.15,176.85,149.85,39.15,84.24,77.76,367.72,541.72
58.10,171763.08,184122.45,465.75,353.70,409.05,87.75,237.60,77.76,564.92,736.60
58.10,149219.41,172438.20,297.00,352.35,253.80,56.70,233.28,124.20,599.72,614.80
58.10,119126.20,117169.20,182.25,56.70,183.60,-4.05,228.96,189.00,301.60,440.80
58.20,102450.28,133003.36,214.65,187.65,116.10,4.05,220.32,-35.64,502.28,430.36
58.40,119659.80,121828.05,237.60,217.35,143.10,54.00,84.24,32.40,412.96,364.24
58.50,116931.09,74332.35,120.15,336.15,70.20,52.65,145.80,-5.40,278.40,436.16
58.50,104767.77,95524.65,214.65,70.20,144.45,10.80,275.40,-28.08,240.12,320.16
58.80,257606.44,262143.00,820.80,507.60,819.45,75.60,588.60,211.68,1165.80,1349.08
59.30,100690.32,136368.91,201.15,222.75,445.50,87.75,156.60,-24.84,452.40,525.48
59.40,102183.48,136715.86,198.45,149.85,144.45,24.30,322.92,139.32,375.84,510.40
59.40,126162.36,168893.11,180.90,187.65,348.30,67.50,371.52,131.76,484.88,621.76
59.50,113366.09,132896.70,255.15,58.05,398.25,47.25,166.32,39.96,316.68,520.84
59.60,120385.68,135000.00,214.65,178.20,334.80,8.10,305.64,35.64,378.16,452.40
59.80,129904.00,164759.41,319.95,121.50,384.75,27.00,131.76,171.72,445.44,560.28
59.80,109871.00,127989.45,207.90,206.55,310.50,5.40,130.68,116.64,406.00,479.08
59.90,128227.77,125178.75,179.55,108.00,122.85,28.35,214.92,20.52,357.28,402.52
60.00,86752.32,37562.40,85.05,-45.90,-9.45,0.00,147.96,-45.36,92.80,205.32
60.00,110309.84,150742.36,136.35,97.20,116.10,-1.35,199.80,125.28,436.16,482.56
60.00,103722.64,89421.30,290.25,159.30,193.05,54.00,268.92,-15.12,288.84,394.40
60.10,154262.84,202084.20,417.15,230.85,272.70,-43.20,529.20,-36.72,578.84,583.48
60.20,147616.77,196068.61,279.45,380.70,360.45,-12.15,273.24,-21.60,593.92,751.68
60.20,126382.24,160756.66,253.80,373.95,340.20,45.90,353.16,-10.80,575.36,593.92
60.30,115960.48,140092.20,217.35,211.95,176.85,6.75,230.04,167.40,474.44,424.56
60.40,142413.25,126453.15,236.25,216.00,291.60,24.30,174.96,-29.16,334.08,377.00
60.40,213491.53,262143.00,1611.90,1553.85,1933.20,184.95,716.04,288.36,1742.32,2987.00
60.50,77402.36,29540.70,75.60,141.75,22.95,-2.70,11.88,-22.68,117.16,128.76
60.50,139811.48,201031.20,218.70,118.80,187.65,59.40,237.60,-31.32,574.20,719.20
60.60,120178.68,147506.41,260.55,315.90,24.30,90.45,138.24,43.20,441.96,421.08
60.60,127604.92,83002.05,268.65,207.90,137.70,47.25,89.64,-6.48,396.72,589.28
60.60,153880.13,176041.36,305.10,226.80,222.75,-51.30,386.64,22.68,461.68,512.72
60.70,115800.40,97899.30,253.80,164.70,275.40,135.00,268.92,28.08,336.40,488.36
60.80,131808.41,123842.25,349.65,234.90,391.50,-76.95,324.00,18.36,406.00,528.96
60.80,211517.20,262143.00,1857.60,1337.85,1451.25,232.20,617.76,8.64,1898.92,2889.56
61.00,181661.36,262143.00,2262.60,1587.60,1879.20,284.85,847.80,251.64,1994.04,3344.28
61.30,139293.52,139542.75,184.95,151.20,189.00,17.55,272.16,-81.00,414.12,447.76
61.40,114609.00,147137.86,286.20,186.30,253.80,35.10,360.72,21.60,489.52,525.48
61.40,128518.48,171221.86,271.35,195.75,472.50,-20.25,375.84,78.84,513.88,562.60
61.50,124040.84,118072.35,193.05,143.10,299.70,18.90,197.64,15.12,358.44,322.48
61.60,97096.80,116154.00,178.20,209.25,247.05,10.80,349.92,177.12,276.08,382.80
61.60,136230.84,136019.25,178.20,-25.65,292.95,63.45,288.36,39.96,469.80,461.68
61.70,130984.09,178704.91,336.15,282.15,457.65,16.20,200.88,130.68,539.40,591.60
61.70,138506.00,147988.36,224.10,179.55,121.50,-6.75,334.80,6.48,401.36,509.24
61.80,125835.77,142048.36,284.85,99.90,194.40,14.85,245.16,87.48,451.24,409.48
61.80,89176.52,75053.25,340.20,554.85,265.95,72.90,171.72,88.56,322.48,385.12
61.80,143611.08,179941.50,274.05,124.20,255.15,47.25,291.60,171.72,527.80,544.04
62.00,136981.56,167054.41,216.00,255.15,287.55,-4.05,240.84,57.24,553.32,627.56
62.00,123628.68,167972.41,352.35,333.45,342.90,17.55,495.72,140.40,517.36,626.40
62.00,134584.97,186912.91,179.55,205.20,427.95,54.00,187.92,36.72,551.00,573.04
62.10,123882.60,144749.70,309.15,202.50,180.90,40.50,73.44,91.80,481.40,656.56
62.10,128294.92,163194.75,313.20,141.75,245.70,25.65,402.84,66.96,440.80,580.00
62.20,130333.64,127947.60,272.70,93.15,156.60,25.65,120.96,92.88,458.20,425.72
62.20,136380.80,164164.05,191.70,175.50,238.95,20.25,231.12,-79.92,440.80,646.12
62.30,150974.77,216546.75,229.50,261.90,541.35,2.70,502.20,10.80,692.52,664.68
62.30,113550.09,103920.30,274.05,195.75,334.80,-22.95,298.08,-5.40,327.12,455.88
62.40,140990.00,173453.41,419.85,201.15,225.45,-1.35,381.24,3.24,519.68,599.72
62.50,32377.56,23301.00,2.70,116.10,93.15,29.70,35.64,73.44,51.04,29.00
62.60,133370.56,152609.41,228.15,315.90,252.45,33.75,326.16,84.24,401.36,525.48
62.70,126022.52,131025.60,179.55,64.80,222.75,18.90,259.20,-88.56,342.20,486.04
62.70,123714.24,107819.10,236.25,122.85,365.85,58.05,116.64,78.84,293.48,327.12
62.70,117647.77,149958.00,270.00,271.35,422.55,1.35,-1.08,234.36,412.96,491.84
63.10,145942.36,219742.20,1543.05,1227.15,1556.55,72.90,932.04,156.60,1250.48,2343.20
63.10,133834.25,152685.00,270.00,183.60,72.90,-25.65,133.92,1.08,366.56,513.88
63.20,157992.52,139671.00,340.20,243.00,109.35,72.90,105.84,28.08,316.68,528.96
63.20,147307.64,154237.50,163.35,318.60,265.95,59.40,191.16,-34.56,489.52,503.44
63.20,125016.04,169771.95,252.45,234.90,70.20,-9.45,321.84,44.28,387.44,513.88
63.40,109940.92,62797.95,292.95,184.95,233.55,55.35,120.96,64.80,196.04,348.00
63.40,110554.56,117582.30,170.10,31.05,405.00,63.45,214.92,56.16,316.68,489.52
63.50,127650.00,121097.70,218.70,162.00,237.60,51.30,159.84,88.56,407.16,474.44
63.60,190736.25,160714.80,378.00,274.05,193.05,14.85,302.40,116.64,437.32,662.36
63.60,121893.56,141492.16,230.85,109.35,434.70,81.00,182.52,198.72,366.56,486.04
63.70,127245.20,132000.30,253.80,164.70,217.35,102.60,359.64,153.36,396.72,380.48
63.80,123498.04,129077.55,156.60,82.35,167.40,40.50,262.44,-5.40,404.84,402.52
64.00,136846.33,148942.80,236.25,157.95,519.75,101.25,186.84,49.68,401.36,639.16
64.20,244047.48,64685.25,585.90,423.90,297.00,75.60,174.96,137.16,223.88,613.64
64.20,40111.08,20958.75,116.10,149.85,81.00,-55.35,64.80,10.80,73.08,117.16
64.20,121718.77,167800.95,291.60,276.75,552.15,55.35,271.08,5.40,517.36,576.52
64.40,108530.56,142379.11,199.80,263.25,346.95,2.70,231.12,21.60,416.44,512.72
64.40,121895.40,142650.45,226.80,259.20,365.85,22.95,125.28,-8.64,499.96,509.24
64.60,130318.92,183250.36,214.65,272.70,140.40,2.70,144.72,62.64,488.36,571.88
64.60,119551.24,137053.36,271.35,279.45,224.10,-8.10,57.24,38.88,437.32,451.24
64.90,105228.68,101864.25,118.80,122.85,178.20,24.30,183.60,153.36,332.92,339.88
65.00,145890.84,165574.80,284.85,238.95,234.90,-1.35,292.68,-12.96,501.12,537.08
65.10,165083.89,262143.00,1993.95,1609.20,1533.60,247.05,1151.28,95.04,1933.72,3045.00
65.10,120225.60,127569.60,141.75,202.50,117.45,83.70,292.68,100.44,409.48,422.24
65.10,192314.97,262143.00,1692.90,1695.60,1503.90,261.90,1143.72,282.96,2129.76,3295.56
65.20,133374.25,177811.20,278.10,135.00,140.40,59.40,380.16,-23.76,464.00,553.32
65.20,112764.40,70879.05,268.65,319.95,60.75,52.65,63.72,29.16,207.64,338.72
65.20,116403.00,152608.05,238.95,183.60,83.70,67.50,165.24,49.68,411.80,306.24
65.20,125141.16,152535.16,176.85,167.40,238.95,-5.40,60.48,135.00,429.20,556.80
65.30,98924.84,69835.50,257.85,202.50,105.30,17.55,167.40,91.80,247.08,410.64
65.30,137057.92,166626.45,459.00,243.00,270.00,48.60,308.88,-4.32,476.76,647.28
65.30,119463.84,131463.00,271.35,145.80,229.50,66.15,223.56,98.28,403.68,409.48
65.40,110589.52,72472.05,256.50,382.05,183.60,28.35,114.48,17.28,278.40,204.16
65.50,122660.84,131637.16,307.80,199.80,230.85,-24.30,151.20,4.32,447.76,551.00
65.70,167709.56,262143.00,2211.30,2034.45,2224.80,264.60,1545.48,213.84,2314.20,3897.60
65.70,116190.48,76910.85,126.90,437.40,264.60,41.85,101.52,-41.04,361.92,457.04
65.80,130291.32,183705.30,307.80,348.30,417.15,130.95,168.48,20.52,540.56,641.48
65.80,151454.08,161912.25,337.50,205.20,375.30,114.75,298.08,46.44,483.72,556.80
66.00,144181.48,192161.70,255.15,230.85,390.15,91.80,199.80,33.48,510.40,580.00
66.10,124243.24,133767.45,174.15,70.20,217.35,27.00,359.64,-75.60,395.56,460.52
66.50,135744.16,155440.36,190.35,27.00,491.40,14.85,51.84,35.64,436.16,470.96
66.50,106553.48,177080.86,340.20,97.20,133.65,144.45,255.96,98.28,480.24,566.08
66.60,153283.97,175745.70,355.05,209.25,202.50,87.75,277.56,166.32,458.20,576.52
66.60,180805.77,262143.00,2089.80,1798.20,1811.70,271.35,940.68,85.32,2136.72,3437.08
66.80,134543.56,165908.25,257.85,193.05,240.30,-14.85,194.40,22.68,571.88,609.00
66.80,149747.48,181988.11,325.35,321.30,406.35,83.70,383.40,54.00,484.88,657.72
66.90,129327.16,139243.05,221.40,294.30,382.05,35.10,260.28,-14.04,443.12,476.76
66.90,122172.32,136301.41,259.20,209.25,336.15,70.20,356.40,99.36,439.64,534.76
67.00,97740.80,95116.95,110.70,118.80,112.05,32.40,159.84,-91.80,205.32,381.64
67.10,262143.00,52481.25,768.15,522.45,454.95,18.90,378.00,29.16,317.84,1059.08
67.10,194093.33,262143.00,1933.20,1782.00,2245.05,178.20,1254.96,248.40,2446.44,3725.92
67.10,137609.92,168804.00,228.15,240.30,368.55,32.40,115.56,-89.64,515.04,509.24
67.20,105784.36,103272.30,95.85,233.55,155.25,0.00,194.40,174.96,302.76,357.28
67.30,97612.92,67961.70,282.15,245.70,64.80,-31.05,190.08,150.12,363.08,366.56
67.30,91672.48,61839.45,113.40,214.65,283.50,18.90,4.32,44.28,222.72,359.60
67.30,130859.88,154886.86,229.50,203.85,459.00,0.00,178.20,74.52,464.00,489.52
67.50,126803.60,147577.95,105.30,194.40,238.95,106.65,320.76,7.56,502.28,476.76
67.50,149148.56,154116.00,322.65,209.25,282.15,-21.60,12.96,0.00,447.76,553.32
67.50,141780.28,194913.00,305.10,329.40,518.40,25.65,584.28,253.80,535.92,691.36
67.60,165044.33,196400.70,318.60,298.35,392.85,62.10,236.52,98.28,560.28,552.16
67.70,128207.52,181912.50,234.90,288.90,284.85,39.15,246.24,132.84,505.76,769.08
67.70,161653.20,262143.00,2238.30,2018.25,2457.00,211.95,1222.56,226.80,2011.44,3409.24
67.80,151213.97,157613.86,228.15,141.75,391.50,85.05,371.52,-11.88,460.52,508.08
67.80,155335.56,144051.75,330.75,180.90,278.10,70.20,344.52,91.80,400.20,483.72
67.80,121169.52,157905.45,245.70,198.45,183.60,118.80,221.40,57.24,469.80,593.92
67.90,211259.61,262143.00,2004.75,1610.55,1605.15,190.35,839.16,348.84,2274.76,3106.48
68.10,108801.04,124679.25,225.45,275.40,429.30,-24.30,132.84,-5.40,379.32,503.44
68.20,130743.96,141646.05,184.95,232.20,274.05,28.35,158.76,-82.08,430.36,563.76
68.30,181980.61,262143.00,1282.50,1354.05,1086.75,216.00,1382.40,259.20,1762.04,2679.60
68.40,112563.84,153026.55,175.50,213.30,151.20,90.45,299.16,27.00,453.56,567.24
68.50,89006.32,78452.55,203.85,178.20,168.75,48.60,192.24,-41.04,148.48,301.60
68.70,55401.48,17278.65,207.90,206.55,63.45,58.05,39.96,31.32,75.40,196.04
69.10,109696.20,151425.45,275.40,292.95,261.90,51.30,277.56,-4.32,462.84,577.68
69.20,88715.60,74248.65,360.45,83.70,130.95,62.10,70.20,16.20,303.92,366.56
69.20,121301.09,128638.80,153.90,205.20,226.80,17.55,277.56,8.64,356.12,372.36
69.20,106738.40,65380.50,228.15,294.30,234.90,41.85,28.08,-9.72,264.48,361.92
69.30,116554.80,157194.00,369.90,351.00,537.30,79.65,126.36,111.24,523.16,729.64
69.40,91628.32,127692.45,244.35,264.60,260.55,62.10,320.76,34.56,335.24,377.00
69.50,67572.16,26423.55,62.10,37.80,-2.70,29.70,109.08,-75.60,76.56,266.80
69.50,98587.20,116784.45,160.65,267.30,213.30,33.75,141.48,-14.04,382.80,445.44
69.60,123167.77,146599.20,89.10,162.00,313.20,83.70,402.84,81.00,379.32,497.64
69.80,96537.45,79456.95,271.35,222.75,83.70,52.65,351.00,28.08,324.80,366.56
69.80,132393.52,121225.95,216.00,128.25,197.10,2.70,182.52,101.52,364.24,409.48
69.80,114383.60,60886.35,214.65,148.50,128.25,29.70,-22.68,166.32,211.12,269.12
69.80,132482.77,173276.55,309.15,265.95,340.20,62.10,108.00,-93.96,551.00,676.28
69.90,157261.13,262143.00,2124.90,1717.20,2084.40,180.90,1311.12,287.28,1694.76,3335.00
70.00,38430.24,22631.40,122.85,193.05,140.40,21.60,12.96,-2.16,116.00,155.44
70.00,150313.28,133689.16,314.55,117.45,220.05,101.25,184.68,-25.92,380.48,416.44
70.00,115218.96,167552.55,199.80,230.85,392.85,63.45,347.76,-57.24,555.64,528.96
70.10,85377.84,85650.75,180.90,245.70,32.40,-37.80,324.00,78.84,334.08,416.44
70.10,176721.89,262141.66,1259.55,1140.75,1205.55,189.00,590.76,120.96,1423.32,2226.04
70.40,113049.60,162993.61,182.25,228.15,522.45,39.15,160.92,99.36,526.64,597.40
70.40,82650.96,30631.50,130.95,64.80,8.10,25.65,118.80,-92.88,69.60,265.64
70.40,141901.72,151447.05,274.05,276.75,179.55,4.05,181.44,78.84,469.80,571.88
70.40,137410.28,161896.05,248.40,225.45,234.90,81.00,225.72,108.00,415.28,533.60
70.50,79273.64,104357.70,116.10,151.20,74.25,-21.60,92.88,79.92,320.16,383.96
70.60,105613.24,114027.75,203.85,157.95,47.25,21.60,33.48,-1.08,419.92,535.92
70.60,154560.92,173334.61,309.15,363.15,488.70,10.80,352.08,128.52,533.60,654.24
70.60,101600.20,120961.35,264.60,171.45,245.70,47.25,315.36,-75.60,412.96,443.12
70.70,100506.32,117636.30,182.25,85.05,167.40,-17.55,271.08,6.48,450.08,446.60
70.70,125258.92,120690.00,406.35,321.30,336.15,76.95,238.68,57.24,386.28,561.44
70.70,98292.80,86093.55,261.90,307.80,133.65,33.75,200.88,87.48,285.36,450.08
70.80,128999.64,176681.25,288.90,197.10,352.35,-16.20,395.28,-48.60,491.84,580.00
71.00,107214.96,73978.65,218.70,429.30,221.40,99.90,123.12,120.96,339.88,458.20
71.00,101795.24,64102.05,183.60,406.35,81.00,17.55,180.36,-12.96,200.68,377.00
71.00,118155.60,154153.80,184.95,174.15,429.30,-5.40,184.68,-58.32,385.12,479.08
71.10,127482.56,161840.70,151.20,240.30,232.20,32.40,507.60,124.20,524.32,475.60
71.30,117974.36,124590.15,216.00,135.00,139.05,-12.15,251.64,-35.64,345.68,516.20
71.40,141669.88,210489.30,303.75,287.55,405.00,85.05,405.00,112.32,614.80,803.88
71.40,83194.68,39248.55,157.95,218.70,155.25,31.05,37.80,-32.40,172.84,458.20
71.40,116243.84,120583.35,198.45,224.10,102.60,-18.90,6.48,-33.48,329.44,490.68
71.60,111096.45,176820.30,276.75,135.00,310.50,37.80,220.32,60.48,509.24,575.36
71.60,130920.60,150221.25,302.40,132.30,230.85,28.35,279.72,-50.76,363.08,475.60
71.70,122182.45,141716.25,218.70,140.40,133.65,37.80,220.32,62.64,392.08,389.76
71.70,109491.04,64863.45,191.70,278.10,319.95,63.45,203.04,2.16,267.96,290.00
71.80,135749.69,144054.45,280.80,271.35,94.50,24.30,384.48,-16.20,417.60,453.56
71.90,135089.13,182048.86,213.30,86.40,85.05,31.05,211.68,-7.56,528.96,443.12
72.00,115758.09,77361.75,287.55,499.50,155.25,-41.85,30.24,83.16,306.24,327.12
72.10,114938.36,134225.11,287.55,326.70,465.75,25.65,288.36,17.28,469.80,407.16
72.10,160655.92,262143.00,2539.35,1950.75,2047.95,263.25,1734.48,366.12,2598.40,3865.12
72.10,121172.28,131816.70,226.80,164.70,164.70,24.30,218.16,47.52,487.20,423.40
72.20,262143.00,262143.00,529.20,515.70,569.70,78.30,441.72,78.84,785.32,1032.40
72.30,157796.56,70985.70,418.50,368.55,279.45,114.75,102.60,1.08,295.80,580.00
72.30,137313.69,137781.00,98.55,130.95,206.55,8.10,118.80,-102.60,409.48,429.20
72.50,100232.16,85822.20,355.05,279.45,113.40,49.95,128.52,15.12,314.36,497.64
72.60,159368.84,229401.45,301.05,265.95,511.65,157.95,326.16,38.88,488.36,503.44
72.80,124044.52,123773.40,332.10,360.45,220.05,-1.35,212.76,-22.68,377.00,426.88
73.10,104602.16,45563.85,202.50,238.95,94.50,44.55,55.08,-5.40,327.12,344.52
73.30,99119.88,72420.75,251.10,301.05,139.05,28.35,64.80,22.68,324.80,336.40
73.30,119726.96,150017.41,213.30,114.75,216.00,-28.35,176.04,132.84,501.12,493.00
73.30,105427.40,131888.25,184.95,133.65,303.75,0.00,330.48,217.08,458.20,481.40
73.40,83570.96,21659.40,75.60,9.45,101.25,-12.15,91.80,87.48,109.04,102.08
73.50,128149.56,262143.00,1549.80,1289.25,1282.50,287.55,946.08,137.16,1742.32,2744.56
73.60,136211.52,167412.16,278.10,255.15,274.05,101.25,619.92,-48.60,410.64,631.04
73.60,140100.36,164398.95,301.05,220.05,282.15,13.50,324.00,79.92,491.84,570.72
73.70,85586.68,108237.60,137.70,106.65,137.70,85.05,-45.36,15.12,309.72,353.80
73.80,127827.56,172976.86,189.00,272.70,255.15,70.20,447.12,112.32,501.12,556.80
73.80,111073.45,118872.90,221.40,110.70,240.30,89.10,465.48,30.24,309.72,401.36
74.00,131982.28,174294.45,264.60,121.50,135.00,2.70,247.32,72.36,560.28,511.56
74.00,52350.76,24312.15,226.80,10.80,-27.00,33.75,50.76,-14.04,48.72,143.84
74.20,104782.48,59957.55,260.55,232.20,274.05,2.70,85.32,-28.08,273.76,418.76
74.20,149676.64,188638.20,360.45,209.25,432.00,13.50,353.16,102.60,489.52,618.28
74.40,133604.25,160447.50,268.65,268.65,519.75,10.80,166.32,-29.16,512.72,689.04
74.40,126525.77,137147.86,197.10,371.25,236.25,66.15,172.80,22.68,404.84,408.32
74.50,107088.00,113300.10,211.95,28.35,143.10,-6.75,170.64,-47.52,357.28,276.08
74.60,112097.40,118443.60,251.10,36.45,202.50,2.70,344.52,-82.08,388.60,261.00
74.60,120409.60,123240.15,210.60,95.85,43.20,0.00,185.76,-95.04,325.96,419.92
74.80,93512.48,79627.05,140.40,-8.10,166.05,24.30,82.08,57.24,321.32,228.52
74.80,113592.40,127890.90,172.80,144.45,407.70,25.65,139.32,113.40,400.20,545.20
74.90,185023.97,262143.00,2682.45,1798.20,2008.80,317.25,1304.64,190.08,2462.68,4246.76
74.90,97503.45,108417.15,280.80,58.05,387.45,-21.60,146.88,96.12,388.60,299.28
75.10,151991.36,140343.30,206.55,140.40,444.15,106.65,240.84,-12.96,440.80,490.68
75.20,150121.00,192906.91,391.50,264.60,179.55,-29.70,225.72,74.52,508.08,667.00
75.20,149923.20,173300.86,418.50,206.55,375.30,-39.15,109.08,77.76,466.32,567.24
75.20,121390.32,121841.55,230.85,121.50,136.35,108.00,157.68,30.24,397.88,486.04
75.30,132824.08,198892.80,461.70,271.35,298.35,36.45,338.04,88.56,520.84,759.80
75.40,141955.08,130173.75,267.30,145.80,41.85,-1.35,252.72,-19.44,409.48,440.80
75.50,86477.24,74113.65,218.70,263.25,352.35,-58.05,140.40,97.20,346.84,480.24
75.60,114736.88,65115.90,189.00,163.35,324.00,-14.85,217.08,-22.68,337.56,431.52
75.70,128377.72,172534.05,270.00,109.35,298.35,-13.50,366.12,58.32,484.88,650.76
75.70,108010.77,147127.05,234.90,172.80,251.10,59.40,206.28,7.56,443.12,450.08
75.80,154168.08,262143.00,1900.80,1845.45,1772.55,295.65,887.76,300.24,2081.04,3593.68
