"Time-","FSC-A-","SSC-A-","FITC-A-IgG","PE-A-IgG2A","PerCP-Cy5-5-A-","PE-Cy7-A-","APC-A-","APC-Cy7-A-","Pacific Blue-A-","AmCyan-A-"
81.30,79798.81,20460.00,95.04,-93.72,11.88,105.60,35.31,-23.54,96.05,98.31
81.30,91060.97,28545.00,252.12,1.32,157.08,-39.60,105.93,7.49,120.91,210.18
81.40,148345.47,154575.97,241.56,192.72,266.64,71.28,311.37,59.92,554.83,527.71
81.50,136979.58,113575.45,302.28,158.40,326.04,13.20,193.67,52.43,350.30,510.76
81.50,75086.84,18307.08,154.44,52.80,39.60,-6.60,-13.91,-3.21,83.62,247.47
81.50,119087.16,107660.52,246.84,184.80,270.60,62.04,231.12,31.03,282.50,398.89
81.60,143077.48,133795.20,267.96,211.20,163.68,-35.64,263.22,67.41,351.43,388.72
81.60,129654.07,129462.97,254.76,75.24,310.20,14.52,370.22,2.14,327.70,550.31
81.60,54505.36,15948.24,62.04,191.40,-18.48,5.28,126.26,28.89,106.22,144.64
81.70,138865.09,128594.41,201.96,273.24,300.96,58.08,375.57,-35.31,477.99,453.13
81.80,74767.42,18493.20,77.88,59.40,19.80,-5.28,1.07,-65.27,113.00,179.67
81.80,130452.14,126764.88,237.60,138.60,151.80,69.96,186.18,-22.47,496.07,533.36
81.90,89820.64,28654.56,312.84,120.12,231.00,-19.80,110.21,86.67,42.94,254.25
81.90,166201.50,177624.48,324.72,114.84,612.48,21.12,385.20,194.74,555.96,735.63
82.10,137089.69,136589.64,285.12,93.72,314.16,31.68,202.23,90.95,442.96,493.81
82.20,122045.56,100533.84,171.60,126.72,273.24,34.32,158.36,54.57,331.09,418.10
82.40,165027.59,118099.09,142.56,158.40,278.52,85.80,212.93,102.72,422.62,427.14
82.50,121727.98,59271.96,120.12,256.08,253.44,-7.92,27.82,-2.14,200.01,369.51
82.60,139145.38,132632.28,167.64,167.64,245.52,2.64,247.17,71.69,435.05,528.84
82.60,165551.75,143454.97,248.16,348.48,279.84,-21.12,260.01,54.57,424.88,600.03
82.70,77975.17,22573.32,297.00,5.28,-9.24,-10.56,37.45,26.75,36.16,160.46
82.80,46126.99,34343.76,167.64,1622.28,353.76,-14.52,44.94,-49.22,162.72,275.72
82.90,73944.78,21403.80,287.76,132.00,-63.36,0.00,50.29,-73.83,71.19,168.37
83.00,131916.33,143102.53,118.80,399.96,237.60,34.32,155.15,4.28,520.93,378.55
83.10,81651.57,28013.04,324.72,59.40,34.32,33.00,80.25,21.40,144.64,265.55
83.40,127561.98,123599.52,252.12,205.92,240.24,25.08,167.99,-6.42,380.81,466.69
83.60,135470.80,109301.28,271.92,286.44,48.84,-6.60,132.68,-40.66,358.21,431.66
83.60,131824.42,109261.69,190.08,59.40,339.24,17.16,143.38,-94.16,394.37,402.28
83.70,137127.00,105689.77,108.24,228.36,134.64,62.04,160.50,-53.50,265.55,516.41
83.90,64031.24,18901.08,208.56,48.84,-22.44,35.64,-2.14,43.87,-5.65,162.72
84.00,108824.17,98432.41,231.00,117.48,316.80,29.04,284.62,80.25,340.13,537.88
84.00,98111.66,27144.48,113.52,51.48,47.52,-48.84,68.48,2.14,151.42,177.41
84.10,160686.89,141737.64,237.60,225.72,300.96,79.20,159.43,-27.82,481.38,455.39
84.10,147772.17,262143.00,2537.04,1731.84,2266.44,335.28,1180.21,228.98,2072.42,3838.61
84.20,170530.36,168511.20,331.32,110.88,290.40,-1.32,210.79,19.26,584.21,637.32
84.30,130170.95,122501.28,217.80,69.96,209.88,96.36,226.84,56.71,383.07,480.25
84.60,154018.42,148109.28,269.28,150.48,171.60,-3.96,199.02,5.35,465.56,496.07
84.70,152998.30,145205.28,397.32,336.60,431.64,117.48,242.89,31.03,463.30,581.95
84.70,175498.06,262143.00,1465.20,1181.40,2052.60,236.28,1013.29,215.07,1772.97,2882.63
85.10,176586.42,262143.00,1796.52,1432.20,1188.00,154.44,905.22,12.84,1659.97,2874.72
85.10,148552.05,161087.53,300.96,285.12,579.48,7.92,372.36,69.55,581.95,648.62
