"Time-","FSC-A-","SSC-A-","FITC-A-CD25","PE-A-CD127","PerCP-Cy5-5-A-CD4","PE-Cy7-A-","APC-A-","APC-Cy7-A-","Pacific Blue-A-","AmCyan-A-"
62.80,145303.34,135847.81,399.96,446.16,442.20,35.64,253.59,-28.89,627.15,431.66
63.00,125199.63,104936.05,231.00,228.36,146.52,139.92,52.43,35.31,284.76,331.09
63.30,111897.24,116080.80,162.36,360.36,319.44,-18.48,271.78,116.63,381.94,426.01
63.30,118517.49,81140.41,237.60,386.76,727.32,-34.32,176.55,-1.07,193.23,477.99
63.30,74521.72,25895.76,176.88,72.60,-48.84,77.88,138.03,-14.98,83.62,232.78
63.50,149111.69,141003.72,232.32,646.80,352.44,35.64,149.80,-5.35,387.59,605.68
63.70,157121.52,123153.37,324.72,421.08,514.80,54.12,241.82,148.73,449.74,455.39
63.70,161324.80,224781.48,481.80,609.84,414.48,151.80,500.76,-35.31,711.90,683.65
63.90,195521.70,262143.00,1292.28,1083.72,1265.88,377.52,695.50,312.44,1430.58,2137.96
64.20,143455.14,119936.52,183.48,172.92,114.84,-5.28,230.05,-10.70,363.86,377.42
64.30,128067.95,111017.28,219.12,303.60,423.72,18.48,553.19,97.37,371.77,333.35
64.30,120363.88,110101.20,380.16,241.56,3.96,-47.52,131.61,-5.35,423.75,423.75
64.60,132075.58,128174.65,150.48,204.60,120.12,-6.60,234.33,27.82,404.54,437.31
64.60,60028.15,12488.52,112.20,-112.20,63.36,-26.40,82.39,77.04,14.69,48.59
64.80,123134.84,107223.60,176.88,1232.88,691.68,116.16,111.28,-94.16,283.63,316.40
65.00,161370.30,157441.69,498.96,561.00,524.04,-25.08,117.70,20.33,485.90,552.57
65.40,163790.00,172068.61,318.12,378.84,172.92,91.08,269.64,52.43,463.30,471.21
65.80,52749.97,17855.64,1594.56,656.04,10204.92,564.96,821.76,217.21,15.82,192.10
65.80,114696.41,114293.52,237.60,244.20,85.80,-3.96,170.13,-56.71,332.22,374.03
66.10,47687.64,14388.00,109.56,92.40,135.96,14.52,36.38,-32.10,77.97,93.79
66.30,150642.31,130153.33,176.88,353.76,126.72,85.80,347.75,-1.07,477.99,499.46
66.50,124569.91,98324.16,219.12,388.08,19.80,-31.68,211.86,17.12,353.69,452.00
66.60,60222.89,17897.88,328.68,9224.16,9926.40,258.72,696.57,82.39,56.50,229.39
67.20,150497.63,151666.69,260.04,653.40,159.72,95.04,381.99,-16.05,430.53,498.33
67.40,144484.34,154123.20,220.44,880.44,485.76,11.88,117.70,-11.77,473.47,440.70
67.50,158440.11,165645.48,290.40,496.32,574.20,-33.00,431.21,100.58,461.04,536.75
67.80,167259.83,194106.00,396.00,630.96,369.60,51.48,207.58,65.27,615.85,578.56
68.20,180458.47,175973.17,353.76,2064.48,793.32,67.32,265.36,84.53,574.04,635.06
68.20,75994.10,25172.40,238.92,228.36,241.56,67.32,5.35,26.75,141.25,187.58
68.30,160016.22,141032.77,450.12,264.00,518.76,-13.20,159.43,-16.05,477.99,480.25
68.60,127350.87,126656.65,275.88,229.68,283.80,33.00,365.94,182.97,351.43,407.93
68.90,106389.92,129292.69,258.72,893.64,477.84,39.60,142.31,-31.03,428.27,441.83
69.00,133980.22,132995.28,219.12,597.96,467.28,81.84,176.55,25.68,453.13,510.76
69.10,105127.75,112782.13,231.00,250.80,198.00,-5.28,179.76,8.56,372.90,346.91
69.20,74336.09,31590.24,195.36,694.32,25.08,31.68,-5.35,126.26,134.47,200.01
69.60,153334.09,169818.00,279.84,327.36,150.48,102.96,268.57,7.49,446.35,498.33
69.60,156863.08,146956.92,184.80,843.48,413.16,14.52,233.26,51.36,441.83,458.78
69.70,76102.39,21341.76,529.32,5817.24,1240.80,128.04,-23.54,57.78,11.30,211.31
69.70,34725.60,21073.80,68.64,669.24,93.72,17.16,25.68,-72.76,63.28,119.78
69.90,140030.80,121187.88,242.88,418.44,81.84,38.28,86.67,-37.45,416.97,328.83
70.00,85505.42,64792.20,282.48,520.08,1054.68,87.12,116.63,90.95,383.07,403.41
70.50,126776.66,110866.80,285.12,306.24,414.48,-17.16,248.24,-139.10,302.84,396.63
70.70,79436.63,113904.13,723.36,1915.32,628.32,76.56,249.31,-18.19,405.67,510.76
70.70,128916.98,126428.28,311.52,414.48,384.12,35.64,249.31,-117.70,440.70,457.65
70.90,147148.83,182029.33,388.08,715.44,213.84,22.44,307.09,-92.02,497.20,516.41
71.20,108319.13,105900.96,205.92,278.52,171.60,18.48,223.63,24.61,340.13,496.07
71.50,68278.21,23428.68,776.16,9242.64,11788.92,815.76,728.67,98.44,98.31,315.27
71.90,126163.31,130813.33,286.44,390.72,213.84,104.28,3.21,4.28,357.08,490.42
72.30,67792.27,14464.56,106.92,696.96,458.04,10.56,-77.04,-3.21,74.58,144.64
72.40,144547.14,157357.20,249.48,700.92,319.44,52.80,194.74,-5.35,452.00,480.25
72.70,152010.05,137203.45,319.44,1045.44,417.12,146.52,81.32,100.58,362.73,470.08
73.40,60432.19,15873.00,822.36,57062.28,19716.84,1174.80,804.64,272.85,188.71,145.77
73.90,63256.83,15813.60,199.32,2835.36,7898.88,592.68,760.77,47.08,12.43,90.40
73.90,155240.55,153926.53,213.84,382.80,249.48,109.56,344.54,121.98,497.20,522.06
73.90,53306.89,17281.44,232.32,1943.04,6989.40,279.84,678.38,248.24,53.11,181.93
74.00,47970.65,16354.80,807.84,1965.48,11408.76,607.20,675.17,211.86,64.41,342.39
74.20,142550.59,207951.48,333.96,1144.44,401.28,69.96,190.46,-32.10,665.57,561.61
74.20,118879.67,117279.37,323.40,954.36,266.64,50.16,96.30,32.10,390.98,324.31
74.50,133337.75,119883.73,343.20,2109.36,764.28,-7.92,273.92,89.88,363.86,424.88
74.90,78300.04,27044.16,271.92,512.16,138.60,30.36,24.61,-92.02,184.19,303.97
74.90,129417.48,98560.45,311.52,248.16,772.20,100.32,135.89,54.57,405.67,381.94
75.00,150788.83,128971.92,227.04,114.84,351.12,92.40,120.91,2.14,389.85,453.13
75.30,152851.80,139714.08,203.28,411.84,326.04,48.84,263.22,27.82,464.43,492.68
75.70,65496.34,17421.36,194.04,2838.00,8750.28,612.48,675.17,153.01,74.58,118.65
75.70,137816.78,148287.48,307.56,723.36,116.16,33.00,197.95,-55.64,432.79,491.55
75.80,169409.25,202614.73,493.68,258.72,195.36,35.64,283.55,18.19,610.20,622.63
76.00,131982.77,143503.81,237.60,469.92,312.84,43.56,242.89,36.38,502.85,498.33
76.10,119966.21,94440.73,287.76,87.12,219.12,73.92,215.07,-64.20,272.33,409.06
76.40,129453.88,123066.24,234.96,566.28,285.12,179.52,246.10,-54.57,397.76,496.07
76.50,147238.00,164347.92,319.44,373.56,-25.08,-22.44,272.85,29.96,487.03,555.96
76.60,155765.61,161743.56,331.32,188.76,63.36,101.64,260.01,7.49,515.28,559.35
76.70,125681.02,129268.92,343.20,-40.92,183.48,-23.76,176.55,-100.58,428.27,422.62
76.70,163516.08,215220.73,409.20,274.56,176.88,85.80,339.19,82.39,736.76,598.90
76.80,134036.64,137089.92,242.88,776.16,382.80,6.60,255.73,-52.43,458.78,493.81
76.90,135185.05,145799.28,233.64,25.08,323.40,-30.36,246.10,-59.92,461.04,493.81
77.20,59473.96,15772.68,269.28,724.68,43.56,-6.60,22.47,89.88,39.55,200.01
77.40,132494.19,120979.33,256.08,246.84,42.24,-48.84,202.23,-47.08,419.23,421.49
77.70,148723.13,170526.84,373.56,436.92,380.16,-21.12,78.11,-78.11,540.14,600.03
77.80,79576.77,133347.72,403.92,761.64,307.56,-34.32,231.12,-85.60,468.95,368.38
78.30,110214.66,97010.77,314.16,267.96,191.40,142.56,190.46,-10.70,318.66,421.49
78.30,63833.77,17874.12,224.40,4606.80,10952.04,609.84,502.90,204.37,68.93,116.39
78.30,136884.94,153505.45,376.20,468.60,273.24,14.52,394.83,18.19,493.81,605.68
78.50,148188.95,178823.05,491.04,366.96,300.96,-19.80,247.17,8.56,548.05,642.97
78.70,65541.84,15626.16,229.68,4495.92,12231.12,579.48,923.41,289.97,58.76,148.03
78.80,157525.55,137862.13,308.88,1164.24,330.00,10.56,321.00,-19.26,462.17,528.84
79.40,108465.63,74389.92,201.96,238.92,1081.08,-7.92,264.29,105.93,293.80,430.53
79.50,157646.58,169821.97,213.84,95.04,307.56,14.52,423.72,-3.21,515.28,553.70
79.80,151099.14,155464.33,331.32,389.40,303.60,2.64,390.55,21.40,439.57,467.82
80.30,73155.81,21376.08,262.68,4049.76,10251.12,500.28,548.91,66.34,96.05,242.95
80.60,159012.50,133432.20,299.64,399.96,489.72,1.32,234.33,20.33,482.51,584.21
80.90,126334.39,107416.33,196.68,124.08,414.48,-72.60,139.10,-60.99,294.93,292.67
81.00,153241.28,154826.77,380.16,1391.28,506.88,15.84,170.13,-34.24,424.88,624.89
81.10,160435.73,197351.89,253.44,361.68,294.36,73.92,119.84,32.10,572.91,652.01
81.20,94981.25,29821.44,682.44,4737.48,10744.80,739.20,791.80,101.65,57.63,193.23
81.20,62026.51,16535.64,192.72,3699.96,9031.44,430.32,847.44,232.19,64.41,188.71
81.20,147390.89,192997.20,241.56,460.68,1073.16,118.80,179.76,151.94,630.54,596.64
81.40,122127.46,153105.48,302.28,583.44,336.60,23.76,266.43,49.22,411.32,527.71
82.10,131739.80,84168.48,151.80,330.00,328.68,38.28,149.80,46.01,292.67,333.35
82.20,147333.55,136819.33,344.52,1929.84,780.12,15.84,227.91,-52.43,380.81,416.97
82.20,73520.72,18242.40,479.16,4251.72,8987.88,592.68,549.98,53.50,16.95,119.78
82.50,105206.92,99902.88,172.92,620.40,788.04,77.88,212.93,-56.71,345.78,436.18
82.70,150934.42,183994.81,270.60,436.92,265.32,-19.80,344.54,-37.45,523.19,631.67
82.80,142032.80,138036.36,180.84,341.88,388.08,14.52,188.32,31.03,461.04,447.48
83.00,150484.89,154845.25,257.40,153.12,179.52,97.68,331.70,-5.35,506.24,487.03
83.00,57769.53,12884.52,295.68,3010.92,8524.56,510.84,1108.52,230.05,-13.56,214.70
83.50,129219.09,129386.41,322.08,473.88,38.28,40.92,161.57,11.77,400.02,650.88
83.70,141015.42,165922.69,411.84,823.68,450.12,-23.76,226.84,-37.45,471.21,472.34
84.20,41627.04,19360.44,199.32,427.68,257.40,87.12,56.71,-3.21,129.95,161.59
84.20,143662.61,145093.08,232.32,227.04,374.88,43.56,266.43,0.00,555.96,424.88
84.30,103720.89,54764.16,192.72,510.84,2373.36,3.96,170.13,126.26,192.10,358.21
84.70,76469.13,22668.36,248.16,4686.00,9313.92,501.60,775.75,109.14,89.27,91.53
84.70,157838.59,156852.97,278.52,843.48,389.40,-27.72,220.42,54.57,623.76,406.80
84.80,113336.86,118781.52,167.64,999.24,163.68,114.84,190.46,25.68,324.31,359.34
85.00,166958.61,213640.69,393.36,567.60,417.12,95.04,203.30,7.49,633.93,594.38
85.60,117292.63,116520.37,192.72,415.80,175.56,-1.32,186.18,-71.69,421.49,517.54
86.00,128376.44,153233.53,267.96,364.32,419.76,63.36,416.23,62.06,429.40,555.96
86.30,167316.25,193492.20,380.16,656.04,846.12,-11.88,303.88,124.12,557.09,603.42
86.40,164697.27,192144.48,365.64,413.16,462.00,64.68,323.14,62.06,563.87,581.95
86.40,79215.50,22739.64,493.68,7208.52,11411.40,563.64,851.72,54.57,63.28,219.22
87.00,129906.14,140795.17,378.84,335.28,1198.56,-13.20,186.18,-17.12,464.43,537.88
87.40,71248.45,22770.00,283.80,7290.36,1591.92,47.52,29.96,-102.72,137.86,128.82
87.50,116868.57,96270.24,194.04,307.56,344.52,84.48,50.29,-20.33,361.60,331.09
87.60,128935.17,106451.41,245.52,326.04,151.80,87.12,216.14,100.58,380.81,374.03
87.60,65853.97,21790.56,132.00,287.76,6.60,-55.44,44.94,-127.33,100.57,261.03
87.80,188938.75,262143.00,1568.16,1461.24,1078.44,254.76,867.77,63.13,1718.73,2582.05
87.80,154144.91,179209.81,405.24,442.20,46.20,42.24,494.34,-7.49,653.14,618.11
88.10,139550.33,164831.05,341.88,975.48,454.08,40.92,103.79,3.21,534.49,631.67
88.30,148289.97,103175.16,248.16,633.60,417.12,79.20,59.92,178.69,336.74,464.43
88.60,119487.55,124816.56,402.60,443.52,310.20,30.36,126.26,44.94,388.72,474.60
88.60,56169.75,12811.92,56.76,130.68,149.16,54.12,0.00,39.59,72.32,184.19
88.80,108066.14,118926.73,186.12,487.08,344.52,46.20,243.96,39.59,444.09,473.47
89.00,57782.27,13313.52,178.20,765.60,442.20,31.68,22.47,-31.03,73.45,93.79
89.00,142671.63,139432.92,157.08,331.32,170.28,-42.24,126.26,-73.83,419.23,412.45
89.10,168585.69,162139.56,381.48,477.84,496.32,26.40,118.77,-39.59,779.70,798.91
89.30,72051.07,23181.84,207.24,126.72,-138.60,63.36,-67.41,6.42,44.07,370.64
89.30,140555.88,146286.36,220.44,398.64,244.20,33.00,355.24,-32.10,437.31,457.65
90.00,72358.65,20145.84,215.16,5637.72,835.56,21.12,-52.43,-11.77,-12.43,118.65
90.60,70733.39,23139.60,145.20,242.88,77.88,-19.80,105.93,-22.47,64.41,259.90
91.00,129402.91,120690.24,277.20,104.28,934.56,76.56,274.99,-47.08,437.31,381.94
91.00,64877.54,20820.36,252.12,4913.04,972.84,143.88,-20.33,93.09,89.27,73.45
91.30,101004.54,26743.20,609.84,3179.88,11891.88,634.92,912.71,272.85,94.92,224.87
91.40,173707.17,262143.00,1259.28,1166.88,1238.16,171.60,790.73,79.18,1496.12,2170.73
91.70,149217.25,169852.33,291.72,599.28,130.68,60.72,297.46,151.94,492.68,624.89
91.80,159346.47,185073.25,360.36,642.84,570.24,83.16,318.86,-25.68,508.50,583.08
92.00,143104.78,140932.45,179.52,496.32,48.84,5.28,210.79,-21.40,461.04,441.83
92.10,104821.99,54575.40,205.92,835.56,942.48,171.60,147.66,175.48,204.53,244.08
92.20,159986.19,153609.72,513.48,553.08,380.16,26.40,202.23,117.70,816.99,1128.87
92.40,139559.42,134566.08,278.52,854.04,208.56,-21.12,177.62,-14.98,428.27,352.56
92.50,184730.92,161578.56,369.60,425.04,337.92,1.32,253.59,134.82,453.13,540.14
92.50,70879.90,33236.28,221.76,237.60,154.44,35.64,3.21,60.99,144.64,114.13
92.80,129181.78,128775.24,167.64,687.72,267.96,-25.08,246.10,166.92,430.53,419.23
92.90,125977.67,147672.36,320.76,773.52,232.32,15.84,129.47,32.10,513.02,440.70
92.90,142155.66,166916.64,376.20,535.92,438.24,-18.48,199.02,-25.68,552.57,463.30
93.00,142137.45,140458.56,402.60,337.92,401.28,42.24,154.08,52.43,445.22,441.83
93.10,57608.46,14307.48,298.32,2546.28,7772.16,501.60,579.94,29.96,46.33,110.74
93.10,148069.75,150905.05,430.32,681.12,237.60,-36.96,236.47,-2.14,479.12,473.47
93.50,177185.19,232069.20,406.56,1800.48,844.80,66.00,299.60,-4.28,629.41,716.42
93.70,136620.13,150791.53,364.32,344.52,468.60,105.60,304.95,-113.42,570.65,559.35
93.80,117147.03,113678.41,233.64,108.24,113.52,3.96,171.20,95.23,290.41,351.43
93.90,177728.47,169238.53,253.44,1044.12,269.28,93.72,276.06,-23.54,555.96,708.51
94.00,76925.95,21611.04,293.04,780.12,85.80,-39.60,24.61,34.24,74.58,153.68
94.10,146526.39,167385.25,223.08,199.32,203.28,29.04,195.81,11.77,525.45,488.16
94.50,125459.88,127793.16,200.64,204.60,473.88,104.28,230.05,-88.81,466.69,492.68
94.80,134905.69,163460.89,281.16,323.40,42.24,81.84,219.35,81.32,475.73,369.51
95.10,61687.08,18515.64,468.60,10594.32,14595.24,953.04,1211.24,383.06,45.20,232.78
95.70,137812.22,127823.52,245.52,182.16,291.72,67.32,185.11,-55.64,395.50,485.90
96.00,87750.39,25085.28,904.20,85.80,33.00,19.80,17.12,59.92,89.27,272.33
96.00,121435.87,104290.56,223.08,310.20,93.72,-9.24,204.37,37.45,256.51,376.29
96.20,69730.57,18073.44,200.64,9207.00,2263.80,128.04,191.53,-21.40,124.30,162.72
96.60,159101.67,173334.48,488.40,306.24,203.28,55.44,284.62,26.75,570.65,494.94
97.20,80403.05,26421.12,568.92,5961.12,11668.80,479.16,803.57,207.58,166.11,259.90
97.60,71344.00,24080.76,302.28,6842.88,12249.60,562.32,1287.21,208.65,61.02,111.87
97.60,137436.39,125180.88,294.36,403.92,128.04,44.88,221.49,0.00,489.29,508.50
97.80,63880.18,16812.84,76.56,374.88,-109.56,-25.08,73.83,87.74,51.98,210.18
97.80,57402.80,15919.20,286.44,3018.84,9601.68,549.12,844.23,98.44,27.12,87.01
97.90,132081.05,151871.28,194.04,502.92,289.08,-21.12,372.36,-103.79,405.67,435.05
98.10,154942.06,262143.00,1601.16,1754.28,1796.52,299.64,834.60,131.61,1719.86,2423.85
98.10,127324.48,125961.01,113.52,409.20,337.92,13.20,363.80,-36.38,349.17,359.34
98.20,117980.59,112101.01,241.56,128.04,139.92,52.80,175.48,84.53,358.21,429.40
98.50,133570.72,135339.61,240.24,248.16,34.32,43.56,165.85,53.50,431.66,488.16
98.70,139825.14,136715.05,328.68,407.88,399.96,117.48,234.33,115.56,418.10,507.37
98.80,123658.09,112078.56,221.76,307.56,234.96,-14.52,221.49,146.59,333.35,418.10
99.00,152731.67,140174.77,178.20,410.52,656.04,157.08,217.21,84.53,459.91,414.71
99.10,139032.53,115221.48,248.16,166.32,333.96,39.60,75.97,-11.77,354.82,454.26
99.20,177243.44,262143.00,1462.56,934.56,1284.36,150.48,712.62,-94.16,1716.47,2272.43
99.80,68318.25,19569.00,744.48,8561.52,13536.60,450.12,674.10,147.66,76.84,184.19
100.00,123759.09,64484.64,166.32,993.96,1865.16,212.52,328.49,56.71,274.59,263.29
100.30,162000.03,173900.77,716.76,1593.24,518.76,-7.92,201.16,-9.63,477.99,682.52
100.70,99748.74,33660.00,183.48,-51.48,-56.76,-18.48,144.45,-26.75,177.41,242.95
100.70,103775.49,103365.24,211.20,33.00,208.56,-43.56,65.27,-64.20,314.14,357.08
100.70,145019.42,133211.77,279.84,481.80,265.32,48.84,196.88,16.05,377.42,431.66
100.80,142329.47,137314.33,209.88,413.16,184.80,26.40,176.55,34.24,466.69,483.64
101.20,149032.53,128872.92,225.72,170.28,233.64,-13.20,286.76,-68.48,445.22,381.94
101.40,152310.34,150192.25,423.72,488.40,406.56,9.24,278.20,-64.20,522.06,480.25
101.80,160792.45,178481.17,335.28,451.44,196.68,7.92,464.38,87.74,602.29,569.52
102.00,139945.27,144080.64,353.76,941.16,402.60,52.80,54.57,1.07,403.41,384.20
102.10,127411.84,57546.72,221.76,1115.40,2629.44,76.56,287.83,48.15,273.46,360.47
102.40,135464.42,140385.97,241.56,456.72,77.88,97.68,72.76,-115.56,466.69,466.69
102.60,157430.00,154540.33,337.92,451.44,364.32,110.88,240.75,112.35,511.89,541.27
103.20,146716.58,143039.17,465.96,547.80,392.04,73.92,59.92,83.46,440.70,455.39
103.20,78263.64,18247.68,463.32,5670.72,9287.52,661.32,948.02,60.99,82.49,82.49
103.40,64164.10,15147.00,612.48,3878.16,10103.28,628.32,740.44,241.82,3.39,103.96
103.90,60697.00,13230.36,591.36,19204.68,13309.56,773.52,494.34,80.25,51.98,108.48
104.10,163316.80,160332.48,337.92,983.40,382.80,39.60,20.33,0.00,631.67,501.72
104.40,151130.08,164986.81,244.20,286.44,-85.80,-6.60,374.50,75.97,508.50,511.89
105.10,120133.66,164427.13,307.56,555.72,66.00,6.60,186.18,123.05,511.89,446.35
105.20,77608.45,25357.20,196.68,75.24,121.44,1.32,47.08,110.21,135.60,75.71
105.20,43670.90,13705.56,232.32,320.76,64.68,66.00,-35.31,68.48,143.51,186.45
105.30,46330.83,262143.00,58474.68,14856.60,5170.44,514.80,1453.06,265.36,4020.54,7050.07
105.60,147413.64,183060.25,355.08,392.04,333.96,73.92,269.64,62.06,594.38,681.39
105.60,177627.45,262143.00,1552.32,991.32,1327.92,85.80,921.27,176.55,1459.96,2290.51
105.60,61119.24,19355.16,252.12,224.40,71.28,-1.32,-54.57,-6.42,70.06,144.64
105.70,54083.12,14031.60,447.48,1723.92,10631.28,571.56,1029.34,132.68,85.88,151.42
105.80,115710.14,106906.80,196.68,265.32,6.60,114.84,119.84,-51.36,232.78,378.55
105.90,162201.14,151319.53,281.16,435.60,265.32,96.36,280.34,38.52,465.56,429.40
105.90,83237.70,53131.32,311.52,223.08,1098.24,96.36,298.53,11.77,168.37,401.15
106.00,140307.44,122480.16,312.84,446.16,234.96,73.92,231.12,124.12,381.94,440.70
106.00,145369.78,130973.05,320.76,471.24,287.76,102.96,104.86,60.99,448.61,431.66
106.30,175778.33,177590.17,343.20,619.08,228.36,-22.44,260.01,-48.15,532.23,565.00
106.50,80478.59,20108.88,1162.92,3783.12,12525.48,542.52,1060.37,140.17,79.10,134.47
106.60,136725.69,156676.09,224.40,1470.48,448.80,110.88,138.03,-10.70,397.76,474.60
106.90,129064.39,164396.77,299.64,411.84,1335.84,100.32,230.05,65.27,447.48,580.82
106.90,122437.77,103915.69,331.32,306.24,339.24,147.84,250.38,66.34,387.59,392.11
107.00,150149.09,142086.13,300.96,112.20,438.24,-31.68,347.75,85.60,379.68,435.05
107.50,75466.30,20283.12,440.88,195.36,9262.44,330.00,683.73,95.23,44.07,143.51
107.60,69062.63,21974.04,88.44,66.00,271.92,83.16,99.51,-107.00,48.59,93.79
107.70,156957.72,162338.89,274.56,1382.04,488.40,-6.60,109.14,64.20,513.02,506.24
108.10,148411.00,153440.77,294.36,520.08,109.56,46.20,105.93,-70.62,552.57,548.05
